"Application resource requirement estimation in a parallel-pipeline model of execution,""J. Kuntraruk"; W. M. Pottenger;" A. M. Ross"",""Mathematics Statistics and Computer Department, Faculty of Science, Ubon Ratchathani University, Warin chamrap, Ubon Ratchathani, Thailand"; Computer Science and Engineering Department, Lehigh University, Bethlehem, PA, USA;" Industrial and Systems Engineering Department, Lehigh University, Bethlehem, PA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Oct 2005"",""2005"",""16"",""12"",""1154"",""1165"",""We propose a massively parallel framework termed a parallel-pipeline model of execution that can be employed on a homogeneous computational cluster. We show that speedups near-linear in the number of processors are achievable for applications involving reduction operations based on a novel, parallel-pipeline model of execution. As computational clusters become viable alternative platforms for solving large computational problems, the research community acknowledges that the cluster environment can be used effectively when adaptive resource management is employed. This requires the ability to estimate the resource requirements of applications before scheduling decisions are made. We propose a resource estimation model for applications executed in the parallel-pipeline model of execution. We develop a performance model that predicts the resource utilization (i.e., computation and communication complexity) for applications executing under the parallel-pipeline model on a homogeneous computational cluster. This performance prediction model can provide information to a cluster scheduler."",""1558-2183"","""",""10.1109/TPDS.2005.143"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1524952"",""Performance analysis";distributed application;"measurement and modeling of multiple-processor systems."",""Concurrent computing";Predictive models;Resource management;Processor scheduling;Computer networks;Distributed computing;Complexity theory;Parallel processing;Feature extraction;"Aggregates"","""",""4"",""1"",""35"",""IEEE"",""31 Oct 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Approximate algorithms for document placement in distributed Web servers,""S. S. H. Tse"",""Department of Computer Science, University of Hong Kong, Hong Kong, China"",""IEEE Transactions on Parallel and Distributed Systems"",""2 May 2005"",""2005"",""16"",""6"",""489"",""496"",""We study approximate algorithms for placing a set of documents into M distributed Web servers in this paper. We define the load of a server to be the summation of loads induced by all documents stored. The size of a server is defined in a similar manner. We propose five algorithms. Algorithm 1 balances the loads and sizes of the servers by limiting the loads to k/sub l/ and the sizes to k/sub s/ times their optimal values, where 1/k/sub l/-1 + 1/k/sub n/-1. This result improves the bounds on load and size of servers in (L.C. Chen et al., 2001). Algorithm 2 further reduces the load bound on each server by using partial document replication, and algorithm 3 by sorting. Algorithm 4 employs both partial replication and sorting. Last, without using sorting and replication, we give algorithm 5 for the dynamic placement at the cost of a factor Q(log M) in the time-complexity."",""1558-2183"","""",""10.1109/TPDS.2005.63"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1425437"",""Distributed Web server";load balancing;document placement;document replication;file allocation problem;approximate algorithm;"NP-completeness."",""Web server";Financial advantage program;Sorting;Costs;Load management;Power system reliability;Network servers;Scalability;Availability;"Distributed computing"","""",""22"","""",""20"",""IEEE"",""2 May 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Bandwidth optimization for Internet traffic in generalized processor sharing servers,""Ju Yong Lee"; Sunggon Kim; Deokseong Kim;" Dan Keun Sung"",""Samsung Electronics Company Limited, Suwon, Gyeonggi, South Korea"; Department of Information Statistics, Gyeongsang National University, Jinju, South Korea; Samsung Electronics Company Limited, Suwon, Gyeonggi, South Korea;" Department of Electrical Engineering and Computer Science, Korea Advanced Institute of Science and Technology, Taejon, South Korea"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Mar 2005"",""2005"",""16"",""4"",""324"",""334"",""Bandwidth optimization is considered when several classes of Internet traffic are served in generalized processor sharing (GPS) servers. Internet traffic shows self-similar patterns that make it difficult to obtain analytical performance in GPS. Thus, for performance estimation of different classes of traffic, we use fluid simulation techniques that can reduce the simulation complexity, compared to packet-level simulation. Using the relationship between the guaranteed bandwidth vector and the corresponding performance, we propose a bandwidth optimization problem to minimize the total bandwidth such that performance requirements are satisfied. We use an exterior penalty function method to solve the optimization problem. However, a penalized objective function may have local minimum which is not a global minimum. Thus, we propose a new methodology to circumvent the limitation of the exterior penalty function method."",""1558-2183"","""",""10.1109/TPDS.2005.39"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1401876"",""Internet traffic";self-similarity;QoS;GPS;bandwidth allocation;optimization;"offline network management."",""Bandwidth";Internet;Web server;Traffic control;Telecommunication traffic;Global Positioning System;Quality of service;Resource management;Multiprotocol label switching;"Delay estimation"","""",""8"","""",""32"",""IEEE"",""7 Mar 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;
"Comment on ""Issues and challenges in the performance analysis of real disk arrays"",""A. Thomasian";" Chang Liu"",""Department of Computer Science, New Jersey Institute of Technology, Newark, NJ";" Department of Computer Science, New Jersey Institute of Technology, Newark, NJ"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Oct 2005"",""2005"",""16"",""11"",""1103"",""1104"",""We address an analysis of the SCAN disk scheduling, which approximates the mean seek distance as the ratio of maximum distance and disk/spl I.bar/queue+1. We also comment on using the mean seek distance to estimate the mean disk response time."",""1558-2183"","""",""10.1109/TPDS.2005.132"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1514437"",""Disk scheduling";SCAN;SPTF;"performance analysis."",""Performance analysis";Delay;Throughput;Analytical models;Robustness;Distributed computing;Computer errors;Disk drives;"Databases"","""",""7"","""",""7"",""IEEE"",""3 Oct 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Communication and memory optimal parallel data cube construction,""R. Jin"; K. Vaidyanathan; G. Yang;" G. Agrawal"",""Department of Computer Science and Engineering, Ohio State Uinversity, Columbus, OH, USA"; Department of Computer Science and Engineering, Ohio State Uinversity, Columbus, OH, USA; Department of Computer Science and Engineering, Ohio State Uinversity, Columbus, OH, USA;" Department of Computer Science and Engineering, Ohio State Uinversity, Columbus, OH, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Oct 2005"",""2005"",""16"",""12"",""1105"",""1119"",""Data cube construction is a commonly used operation in data warehouses. Because of the volume of data that is stored and analyzed in a data warehouse and the amount of computation involved in data cube construction, it is natural to consider parallel machines for this operation. This paper addresses a number of algorithmic issues in parallel data cube construction. First, we present an aggregation tree for sequential (and parallel) data cube construction, which has minimally bounded memory requirements. An aggregation tree is parameterized by the ordering of dimensions. We present a parallel algorithm based upon the aggregation tree. We analyze the interprocessor communication volume and construct a closed form expression for it. We prove that the same ordering of the dimensions in the aggregation tree minimizes both the computational and communication requirements. We also describe a method for partitioning the initial array and prove that it minimizes the communication volume. Finally, in the cases when memory may be a bottleneck, we describe how tiling can help scale sequential and parallel data cube construction. Experimental results from implementation of our algorithms on a cluster of workstations show the effectiveness of our algorithms and validate our theoretical results."",""1558-2183"","""",""10.1109/TPDS.2005.144"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1524948"",""Data warehouses";OLAP;parallel algorithms;"communication analysis."",""Data warehouses";Marketing and sales;Concurrent computing;Parallel algorithms;Clustering algorithms;Performance analysis;Aggregates;Multidimensional systems;Data analysis;"Parallel machines"","""",""21"",""1"",""21"",""IEEE"",""31 Oct 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;
"Communication contention in task scheduling,""O. Sinnen";" L. A. Sousa"",""Department of Electrical and Computer Engineering, University of Auckland, Auckland, New Zealand";" INESC-ID, Instituto Superior Ténico, Technical University of Lisbon, Lisboa, Portugal"",""IEEE Transactions on Parallel and Distributed Systems"",""2 May 2005"",""2005"",""16"",""6"",""503"",""515"",""Task scheduling is an essential aspect of parallel programming. Most heuristics for this NP-hard problem are based on a simple system model that assumes fully connected processors and concurrent interprocessor communication. Hence, contention for communication resources is not considered in task scheduling, yet it has a strong influence on the execution time of a parallel program. This paper investigates the incorporation of contention awareness into task scheduling. A new system model for task scheduling is proposed, allowing us to capture both end-point and network contention. To achieve this, the communication network is reflected by a topology graph for the representation of arbitrary static and dynamic networks. The contention awareness is accomplished by scheduling the communications, represented by the edges in the task graph, onto the links of the topology graph. Edge scheduling is theoretically analyzed, including aspects like heterogeneity, routing, and causality. The proposed contention-aware scheduling preserves the theoretical basis of task scheduling. It is shown how classic list scheduling is easily extended to this more accurate system model. Experimental results show the significantly improved accuracy and efficiency of the produced schedules."",""1558-2183"","""",""10.1109/TPDS.2005.64"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1425439"",""Parallel processing";concurrent programming;scheduling and task partitioning;communication contention;"heterogeneous system model."",""Processor scheduling";Network topology;Parallel programming;Communication networks;Routing;NP-hard problem;Delay;Proposals;"Reflection"","""",""129"","""",""36"",""IEEE"",""2 May 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Cost-effective designs of WDM optical interconnects,""Y. Yang";" J. Wang"",""Department of Electrical and Computer Engineering, State University of New York, Stony Brook, Stony Brook, NY, USA";" East Isle Technologies, Inc., Setauket, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""17 Jan 2005"",""2005"",""16"",""1"",""51"",""66"",""Optical communication, in particular, wavelength-division-multiplexing (WDM) technique, has become a promising networking choice to meet ever-increasing demands on bandwidth from emerging bandwidth-intensive computing/communication applications, such as data browsing in the World Wide Web, multimedia conferencing, e-commerce, and video-on-demand services. As optics becomes a major networking media in all communications needs, optical interconnects will inevitably play an important role in interconnecting processors in parallel and distributed computing systems. We consider a cost-effective design of WDM optical interconnects for current and future generation parallel and distributed computing and communication systems. We first categorize WDM optical interconnects into two different connection models based on their target applications: the wavelength-based model and the fiber-link-based model. Most of existing WDM optical interconnects belong to the first category. We then present a minimum cost design for WDM optical interconnects under wavelength-based model by using sparse crossbar switches instead of full crossbar switches in combination with wavelength converters. For applications that use the fiber-link-based model, we show that network cost can be significantly reduced, and present such a minimum cost design for WDM optical interconnects under this model. Finally, we generalize the idea used in the design for the fiber-link-based model to WDM optical interconnects under the wavelength-based model, and obtain another new design that can trade off switch cost with wavelength converter cost in this type of WDM optical interconnect. The results in this paper are applicable to any emerging optical switching technologies, such as SOA-based and MEMS-based technologies."",""1558-2183"","""",""10.1109/TPDS.2005.5"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1363752"",""Wavelength-division-multiplexing (WDM)";optical interconnects;optical switches;network architectures;sparse crossbars;wavelength conversion;permutation;multicast;"multistage networks."",""Optical design";Wavelength division multiplexing;Optical interconnections;Costs;Optical switches;Optical fiber communication;Optical fiber networks;Distributed computing;Optical wavelength conversion;"Bandwidth"","""",""41"","""",""36"",""IEEE"",""17 Jan 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;
"Design space exploration of a software speculative parallelization scheme,""M. Cintra";" D. R. Llanos"",""School of Informatics, University of Edinburgh, Edinburgh, UK";" Departamento de Informática, Edificio Tecnologiás de la Información, Universidad de Valladolid, Valladolid, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""2 May 2005"",""2005"",""16"",""6"",""562"",""576"",""With speculative parallelization, code sections that cannot be fully analyzed by the compiler are optimistically executed in parallel. Hardware schemes are fast but expensive and require modifications to the processors and/or memory system. Software schemes require no changes to the hardware of existing shared-memory systems, but can suffer from significant overheads involved with the speculative execution. In fact, the performance of software schemes is highly dependent on application characteristics, the design and implementation of the scheme, and the system configuration and size. This paper explores the design space of a recently proposed software speculative parallelization scheme. In the process, we gain insight into the most beneficial features of software schemes for speculative parallelization, as well as the most influential application characteristics. For instance, experimental results show that, contrary to intuition, checking for data dependence violations on every speculative store, as opposed to at commit time, leads to little performance degradation in the worst case and to significantly better performance with large configurations. Also, scheduling policies based on windows can perform very close to fully dynamic policies with a fraction of the memory overhead. Finally, experimental results show consistent speedups in the execution of loops that cannot be parallelized at compile time, both with and without RAW data dependences, for 4 to 32 processors."",""1558-2183"","""",""10.1109/TPDS.2005.69"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1425444"",""Speculative parallelization";thread-level speculation;"parallel architectures."",""Space exploration";Application software;Hardware;Software performance;Degradation;Dynamic scheduling;Optimizing compilers;Software systems;Processor scheduling;"Parallel architectures"","""",""34"",""3"",""31"",""IEEE"",""2 May 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Diagnosabilities of regular networks,""Guey-Yun Chang"; G. J. Chang;" Gen-Huey Chen"",""Department of Computer Science and Engineering, National Taiwan University, Taipei, Taiwan"; Mathematics Division, National Center for Theoretical Sciences, Taipei, Taiwan;" Department of Computer Science and Engineering, National Taiwan University, Taipei, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Mar 2005"",""2005"",""16"",""4"",""314"",""323"",""In this paper, we study diagnosabilities of multiprocessor systems under two diagnosis models: the PMC model and the comparison model. In each model, we further consider two different diagnosis strategies: the precise diagnosis strategy proposed by Preparata et al. and the pessimistic diagnosis strategy proposed by Friedman. The main result of this paper is to determine diagnosabilities of regular networks with certain conditions, which include several widely used multiprocessor systems such as variants of hypercubes and many others."",""1558-2183"","""",""10.1109/TPDS.2005.44"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1401875"",""Diagnosis";diagnosis by comparison;hypercube;multiprocessor system;pessimistic diagnosis strategy;PMC model;"precise diagnosis strategy."",""Testing";Hypercubes;Fault diagnosis;Multiprocessing systems;Performance evaluation;Very large scale integration;Fault tolerant systems;Feeds;Sufficient conditions;"Computer networks"","""",""92"","""",""37"",""IEEE"",""7 Mar 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;
"Differentiation, QoS guarantee, and optimization for real-time traffic over one-hop ad hoc networks,""Y. Xiao";" Yi Pan"",""Computer Science Division, University of Memphis, Memphis, TN, USA";" Department of Computer Science, Georgia State University, Atlanta, GA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""2 May 2005"",""2005"",""16"",""6"",""538"",""549"",""Nodes having a self-centrically broadcasting nature of communication form a wireless ad hoc network. Many issues are involved to provide quality of service (QoS) for ad hoc networks, including routing, medium access, resource reservation, mobility management, etc. Previous work mostly focuses on QoS routing with an assumption that the medium access control (MAC) layer can support QoS very well. However, contention-based MAC protocols are adopted in most ad hoc networks since there is no centralized control. QoS support in contention-based MAC layer is a very challenging issue. Carefully designed distributed medium access techniques must be used as foundations for most ad hoc networks. In this paper, we study and enhance distributed medium access techniques for real-time transmissions in the IEEE 802.11 single-hop ad hoc wireless networks. In the IEEE 802.11 MAC, error control adopts positive acknowledgement and retransmission to improve transmission reliability in the wireless medium (WM). However, for real-time multimedia traffic with sensitive delay requirements, retransmitted frames may be too late to be useful due to the fact that the delay of competing the WM is unpredictable. In this paper, we address several MAC issues and QoS issues for delay-sensitive real-time traffic. First, a priority scheme is proposed to differentiate the delay sensitive real-time traffic from the best-effort traffic. In the proposed priority scheme, retransmission is not used for the real-time traffic, and a smaller backoff window size is adopted. Second, we propose several schemes to guarantee QoS requirements. The first scheme is to guarantee frame-dropping probability for the real-time traffic. The second scheme is to guarantee throughput and delay. The last scheme is to guarantee throughput, delay, and frame-dropping probability simultaneously. Finally, we propose adaptive window backoff schemes to optimize throughput with and without QoS constraints."",""1558-2183"","""",""10.1109/TPDS.2005.70"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1425442"",""Distributed medium access control";IEEE 802.11;quality of service;real-time transmission;"ad hoc networks."",""Telecommunication traffic";Ad hoc networks;Quality of service;Delay;Throughput;Routing;Media Access Protocol;Broadcasting;Mobile ad hoc networks;"Mobile radio mobility management"","""",""31"",""3"",""26"",""IEEE"",""2 May 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Distributed resolution of network congestion and potential deadlock using reservation-based scheduling,""Yong Ho Song";" T. M. Pinkston"",""The College of Information and Communications, Hanyang University, Seoul, South Korea";" The Computer Engineering Division, Electrical Engineering Department, University of Southern California, Los Angeles, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""27 Jun 2005"",""2005"",""16"",""8"",""686"",""701"",""Efficient and reliable communication is essential for achieving high performance in a networked computing environment. Finite network resources bring about unavoidable competition among in-flight network packets, resulting in network congestion and, possibly, deadlock. Many techniques have been proposed to improve network performance by efficiently handling network congestion and potential deadlock. However, none of them provide an efficient way of accelerating the movement of network packets in congestion toward their destinations. In this paper, we propose a new mechanism for detecting and resolving network congestion and potential deadlocks. The proposed mechanism is based on efficiently tracking paths of congestion and increasing the scheduling priority of packets along those paths. This acts to throttle other packets trying to enter those congested regions - in effect, locking out packets from congested regions until congestion has had the opportunity to disperse. Simulation results show that the proposed technique effectively disperses network congestion and is also applicable in helping to resolve potential deadlock."",""1558-2183"","""",""10.1109/TPDS.2005.93"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1458685"",""Interconnection networks";congestion;deadlock;router scheduling;"router architecture."",""System recovery";Dispersion;Routing;Processor scheduling;Telecommunication network reliability;Multiprocessor interconnection networks;System performance;Computer networks;Distributed computing;"High performance computing"","""",""11"",""2"",""44"",""IEEE"",""27 Jun 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Dynamic layer management in superpeer architectures,""Li Xiao"; Z. Zhuang;" Yunhao Liu"",""Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA"; Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA;" Department of Computer Science, Hong Kong University of Science and Technology, Kowloon, Hong Kong, China"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Oct 2005"",""2005"",""16"",""11"",""1078"",""1091"",""Superpeer unstructured P2P systems have been found to be very effective by dividing the peers into two layers, superlayer and leaf-layer, in which message flooding is only conducted among superlayer and all leaf-peers are represented by corresponding superpeers. However, current superpeer systems do not employ any effective layer management schemes, so the transient and low-capacity peers are allowed to act as superpeers. Moreover, the lack of an appropriate size ratio maintenance mechanism on superlayer to leaf-layer makes the system's search performance far from being optimal. We present one workload model aimed at reducing the weighted overhead of a network. Using our proposed workload model, a network can determine an optimal layer size ratio between leaf-layer and superlayer. We then propose a dynamic layer management algorithm, DLM, which can maintain an optimal layer size ratio and adaptively elect and adjust peers between superlayer and leaf-layer. DLM is completely distributed in the sense that each peer decides to be a superpeer or a leaf-peer independently without global knowledge. DLM could effectively help a superpeer P2P system maintain the optimal layer size ratio and designate peers with relatively long lifetime and large capacities as superpeers, and the peers with short lifetime and low capacities as leaf-peers under highly dynamic network situations. We demonstrate that the quality of a superpeer system is significantly improved under the DLM scheme by comprehensive simulations."",""1558-2183"","""",""10.1109/TPDS.2005.137"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1514435"",""Unstructured peer-to-peer";superpeer architecture;layer management;workload analysis;"adaptive algorithms."",""Heuristic algorithms";Floods;Peer to peer computing;Power system management;Algorithm design and analysis;Adaptive algorithm;Bandwidth;Scalability;"Protocols"","""",""65"","""",""27"",""IEEE"",""3 Oct 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Dynamic load balancing and efficient load estimators for asynchronous iterative algorithms,""J. M. Bahi"; S. Contassot-Vivier;" R. Couturier"",""Laboratoire d'Informatique de l'Université de Franche-Comté, FRE CNRS 2661, Belfort, France"; Laboratoire d'Informatique de l'Université de Franche-Comté, FRE CNRS 2661, Belfort, France;" Laboratoire d'Informatique de l'Université de Franche-Comté, FRE CNRS 2661, Belfort, France"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Mar 2005"",""2005"",""16"",""4"",""289"",""299"",""In a previous paper, we have shown the very high power of asynchronism for parallel iterative algorithms in a global context of grid computing. In this article, we study the interest of coupling load balancing with asynchronism in such algorithms. After proposing a noncentralized version of dynamic load balancing which is best suited to asynchronism, we verify its efficiency by some experiments on a general partial differential equation (PDE) problem. Finally, we give some general conditions for the use of load balancing to obtain good results with this kind of algorithm and discuss the choice of the residual as an efficient load estimator."",""1558-2183"","""",""10.1109/TPDS.2005.45"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1401873"",""Parallel iterative algorithms";asynchronism;"load-balancing."",""Load management";Iterative algorithms;Grid computing;Partial differential equations;Chemicals;Polynomials;Approximation algorithms;Testing;"Performance evaluation"","""",""38"","""",""25"",""IEEE"",""7 Mar 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Efficient algorithms for the all nearest neighbor and closest pair problems on the linear array with a reconfigurable pipelined bus system,""Yuh-Rau Wang"; Shi-Jinn Horng;" Chin-Hsiung Wu"",""Department of Computer Science and Information Engineering, Saint John''s and Saint Mary''s Institute of Technology, Taipei, Taiwan"; Department of Computer Science and Information Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan;" Department of Information Technology & Communication, Shih Chien University, Kaohsiung, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Jan 2005"",""2005"",""16"",""3"",""193"",""206"",""We present two O(1)-time algorithms for solving the 2D all nearest neighbor (2D/spl I.bar/ANN) problem, the 2D closest pair (2D/spl I.bar/CP) problem, the 3D all nearest neighbor (3D/spl I.bar/ANN) problem and the 3D-closest pair (3D/spl I.bar/CP) problem of n points on the linear array with a reconfigurable pipelined bus system (LARPBS) from the computational geometry perspective. The first O(1) time algorithm, which invokes the ANN properties (introduced in this paper) only once, can solve the 2D/spl I.bar/ANN and 2D/spl I.bar/CP problems of n points on an LARPBS of size 1/2n/sup 5/3+c/, and the 3D/spl I.bar/ANN and 3D/spl I.bar/CP problems pf n points on an LARPBS of size 1/2n/sup 7/4+c/, where 0 < /spl epsi/ = 1/2/sup c+1/-1 /spl Lt/ 1, c is a constant and positive integer. The second O(1) time algorithm, which recursively invokes the ANN properties k times, can solve the kD/spl I.bar/ANN, and kD/spl I.bar/CP problems of n points on an LARPBS of size 1/2n/sup 3/2+c/, where k = 2 or 3, 0 < /spl epsi/ = 1/2/sup n+1/-1 /spl Lt/ 1, and c is a constant and positive integer. To the best of our knowledge, all results derived above are the best O(1) time ANN algorithms known."",""1558-2183"","""",""10.1109/TPDS.2005.33"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388210"",""Parallel algorithm";all nearest neighbors;closest pair;LARPBS;"reconfigurable bus model."",""Nearest neighbor searches";Optical arrays;Computational geometry;Broadcasting;Image processing;Pattern recognition;Geography;Environmental factors;"Physics"","""",""14"","""",""39"",""IEEE"",""31 Jan 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Efficient assignment and scheduling for heterogeneous DSP systems,""Z. Shao"; Q. Zhuge; C. Xue;" E. H. . -M. Sha"",""Department of Computer Science, University of Technology, Dallas, TX, USA"; Department of Computer Science, University of Technology, Dallas, TX, USA; Department of Computer Science, University of Technology, Dallas, TX, USA;" Department of Computer Science, University of Technology, Dallas, TX, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""2 May 2005"",""2005"",""16"",""6"",""516"",""525"",""This paper addresses high level synthesis for real-time digital signal processing (DSP) architectures using heterogeneous functional units (FUs). For such special purpose architecture synthesis, an important problem is how to assign a proper FU type to each operation of a DSP application and generate a schedule in such a way that all requirements can be met and the total cost can be minimized. We propose a two-phase approach to solve this problem. In the first phase, we solve the heterogeneous assignment problem, i.e., how to assign proper FU types to applications such that the total cost can be minimized while the timing constraint is satisfied. In the second phase, based on the assignments obtained in the first phase, we propose a minimum resource scheduling algorithm to generate a schedule and a feasible configuration that uses as little resource as possible. We prove that the heterogeneous assignment problem is NP-complete. Efficient algorithms are proposed to find an optimal solution when the given DFG is a simple path or a tree. Three other algorithms are proposed to solve the general problem. The experiments show that our algorithms can effectively reduce the total cost compared with the previous work."",""1558-2183"","""",""10.1109/TPDS.2005.71"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1425440"",""High level synthesis";real-time;DSP;heterogeneous;scheduling;"assignment."",""Digital signal processing";Costs;Signal processing algorithms;Signal synthesis;Timing;Scheduling algorithm;High level synthesis;Signal design;Energy consumption;"Signal processing"","""",""58"","""",""20"",""IEEE"",""2 May 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;
"Efficient parallel hierarchical clustering algorithms,""S. Rajasekaran"",""Department of Computer and Science Engineering, University of Connecticut, Storrs, CT, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""2 May 2005"",""2005"",""16"",""6"",""497"",""502"",""Clustering of data has numerous applications and has been studied extensively. Though most of the algorithms in the literature are sequential, many parallel algorithms have also been designed. In this paper, we present parallel algorithms with better performance than known algorithms. We consider algorithms that work well in the worst case as well as algorithms with good expected performance."",""1558-2183"","""",""10.1109/TPDS.2005.72"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1425438"",""Reconfigurable networks";mesh-connected computers;meshes with optical buses;hierarchical clustering;PRAMs;"single-link metric."",""Clustering algorithms";Phase change random access memory;Parallel algorithms;Partitioning algorithms;Optical computing;Optical arrays;Writing;Algorithm design and analysis;Computer networks;"Optical fiber networks"","""",""53"","""",""24"",""IEEE"",""2 May 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Efficient, proximity-aware load balancing for DHT-based P2P systems,""Y. Zhu";" Y. Hu"",""Department of Electrical & Computer Engineering and Computer Science, University of Cincinnati, Cincinnati, OH, USA";" Department of Electrical & Computer Engineering and Computer Science, University of Cincinnati, Cincinnati, OH, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Mar 2005"",""2005"",""16"",""4"",""349"",""361"",""Many solutions have been proposed to tackle the load balancing issue in DHT-based P2P systems. However, all these solutions either ignore the heterogeneity nature of the system, or reassign loads among nodes without considering proximity relationships, or both. In this paper, we present an efficient, proximity-aware load balancing scheme by using the concept of virtual servers. To the best of our knowledge, this is the first work to use proximity information in load balancing. In particular, our main contributions are: 1) relying on a self-organized, fully distributed k-ary tree structure constructed on top of a DHT, load balance is achieved by aligning those two skews in load distribution and node capacity inherent in P2P systems - that is, have higher capacity nodes carry more loads"; 2) proximity information is used to guide virtual server reassignments such that virtual servers are reassigned and transferred between physically close heavily loaded nodes and lightly loaded nodes, thereby minimizing the load movement cost and allowing load balancing to perform efficiently;" and 3) our simulations show that our proximity-aware load balancing scheme reduces the load movement cost by 11-65 percent for all the combinations of two representative network topologies, two node capacity profiles, and two load distributions of virtual servers. Moreover, we achieve virtual server reassignments in O(log N) time."",""1558-2183"","""",""10.1109/TPDS.2005.46"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1401878"",""Proximity-aware";peer-to-peer;virtual server;"load balancing."",""Load management";Peer to peer computing;Bandwidth;Network servers;Costs;Intrusion detection;Tree data structures;Network topology;Spine;"Convergence"","""",""111"",""8"",""18"",""IEEE"",""7 Mar 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
