"A 2-Approximation Algorithm for Scheduling Parallel and Time-Sensitive Applications to Maximize Total Accrued Utility Value,""S. Li"; M. Song; P. -J. Wan;" S. Ren"",""Department of Engineering Mechanics, Dalian University of Technology, Dalian, China"; Department of Computer Science, Illinois Institute of Technology, Chicago, IL; Department of Computer Science, Illinois Institute of Technology, Chicago, IL;" Department of Computer Science, Illinois Institute of Technology, Chicago, IL"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Jun 2016"",""2016"",""27"",""7"",""1864"",""1878"",""For a time-sensitive application, the usefulness of its end results (also called the application's accrued utility value in the paper) depends on the time when the application is completed and its results are delivered. In this paper, we address the accrued utility value maximization problem for narrow parallel and time-sensitive applications. We first consider the problem in the context of a discrete time domain and present the Spatial-Temporal Interference Based (STIB) scheduling algorithm. We formally prove that the STIB algorithm is a 2-approximation algorithm. Second, we extend our work to a continuous time domain and present a heuristic scheduling algorithm, i.e., the Continuous Spatial-Temporal Interference Based (STIB-C) algorithm to maximize the system's total accrued utility value when the system operates in a continuous time domain. The extensive empirical evaluations reveal that: (1) in a discrete time domain, the systems' total accrued utility values obtained through the STIB algorithm are consistent with the theoretic bound, i.e., they never go below 50 percent of the optimal value. In fact, on average, the STIB algorithm can achieve over 92.5 percent of the optimal value";" (2) compared to other scheduling policies listed in the literature, the developed STIB and STIB-C algorithms have clear advantages in terms of the system's total accrued utility value and the profitable application ratio. In particular, in terms of the system's total accrued utility value, both the STIB and the STIB-C algorithms achieve as much as six times for both the First Come First Come Serve(FCFS) with backfilling algorithm and the Gang Earliest Deadline First (EDF) algorithm, and 4.5 times for the 0-1 Knapsack based scheduling algorithm. In terms of the profitable application ratio, both the STIB and the STIB-C algorithms obtain as much as four times for both the FCFS with backfilling algorithm and the Gang EDF algorithm, and two times for the 0-1 Knapsack based scheduling algorithm."",""1558-2183"","""",""10.1109/TPDS.2015.2474360"",""US National Science Foundation(grant numbers:CNS-1018731,CNS-0746643(CAREER))";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7229345"",""Parallel";time-sensitive;scheduling;approximation algorithm;Parallel;time-sensitive;scheduling;"approximation algorithm"",""Interference";Scheduling algorithms;Schedules;Scheduling;Time-domain analysis;"Optimal scheduling"","""",""6"","""",""35"",""IEEE"",""28 Aug 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"A Nearly Optimal Comparison-Based Diagnosis Algorithm for Systems of Arbitrary Topology,""R. P. Ziwich";" E. P. Duarte"",""Department Informatics, Federal University of Paraná (UFPR), PR, Brazil";" Department Informatics, Federal University of Paraná (UFPR), PR, Brazil"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Oct 2016"",""2016"",""27"",""11"",""3131"",""3143"",""Comparison-based diagnosis is a practical approach to detect faults in hardware, software, and parallel and distributed systems. Diagnosis is based on the comparison of task outputs returned by pairs of system units. This work introduces a novel diagnosis algorithm to identify faults in $t$  -diagnosable systems of arbitrary topology under the MM* model. The complexity of the proposed algorithm is $O(t^2 \Delta N)$  in the worst case for a system with $N$  units, where  $t$  denotes the maximum number of faulty units allowed and $\Delta$  corresponds to the maximum degree of a unit in the system. This complexity is nearly optimal in the sense that it is very close to that of traversing the syndrome once. Besides the algorithm specification and correctness proofs, simulations results are also presented, showing the typical performance of the algorithm for different systems."",""1558-2183"","""",""10.1109/TPDS.2016.2524004"",""Conselho Nacional de Desenvolvimento Científico e Tecnológico(grant numbers:309143/2012-8)";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7399770"",""Comparison-based diagnosis";system-level diagnosis;MM* model;multiprocessor systems;"arbitrary topology networks"",""Topology";Complexity theory;Network topology;Observers;Software algorithms;Fault diagnosis;"Hypercubes"","""",""8"","""",""42"",""IEEE"",""5 Feb 2016"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"A Performance Debugging Framework for Unnecessary Lock Contentions with Record/Replay Techniques,""X. Liao"; L. Zheng; B. He; S. Wu;" H. Jin"",""Services Computing Technology and System Lab, Cluster and Grid Computing Lab, School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China"; Services Computing Technology and System Lab, Cluster and Grid Computing Lab, School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China; School of Computer Engineering, Nanyang Technological University, Singapore; Services Computing Technology and System Lab, Cluster and Grid Computing Lab, School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China;" Services Computing Technology and System Lab, Cluster and Grid Computing Lab, School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Jun 2016"",""2016"",""27"",""7"",""1889"",""1901"",""Locks have been widely used as an effective synchronization mechanism among processes and threads. However, we observe that, a large number of false inter-thread dependencies (i.e., unnecessary lock contentions) exist during the program execution on multicore processors, incurring significant performance overhead. This paper presents a performance debugging framework, PERFPLAY, to facilitate the identification of unnecessary lock contentions and to guide programmers to improve the program performance by eliminating the unnecessary lock contentions. Since the performance debugging of unnecessary lock contentions is input-sensitive, we first identify the representative inputs for performance debugging. Next, PERFPLAY quantifies the performance impact of unnecessary lock contention code regions for each candidate input. Taking into account conflicting attribute of performance impact and input coverage in the real world, we finally make the tradeoff between performance impact and input coverage to recommend the optimal unnecessary lock contention code regions. Our final results on five real-world programs and PARSEC benchmarks demonstrate the significant performance overhead of unnecessary lock contentions, and the effectiveness of PERFPLAY in troubleshooting the target unnecessary lock contention code regions with the consideration of both performance impact and input coverage."",""1558-2183"","""",""10.1109/TPDS.2015.2472412"",""National High-tech Research and Development Program of China(grant numbers:2012AA010905)"; National Natural Science Foundation of China(grant numbers:61322210,61272408,61433019); Doctoral Fund of Ministry of Education of China(grant numbers:20130142110048); MoE AcRF Tier 1(grant numbers:2014-T1-001-145);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7222463"",""record/replay";unnecessary lock contention;performance impact;multiple input;program debugging;Record/replay;unnecessary lock contention;performance impact;multiple input;"program debugging"",""Debugging";Optimization;Synchronization;Benchmark testing;Instruction sets;Transforms;"Message systems"","""",""2"","""",""36"",""IEEE"",""25 Aug 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;
"A Performance Study of CUDA UVM versus Manual Optimizations in a Real-World Setup: Application to a Monte Carlo Wave-Particle Event-Based Interaction Model,""J. M. Nadal-Serrano";" M. Lopez-Vallejo"",""Department of de Electronic Engineering, Universidad Politécnica de Madrid, Madrid, Spain";" Department of de Electronic Engineering, Universidad Politécnica de Madrid, Madrid, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""12 May 2016"",""2016"",""27"",""6"",""1579"",""1588"",""The performance of a Monte Carlo model for the simulation of electromagnetic wave propagation in particle-filled atmospheres has been conducted for different CUDA versions and design approaches. The proposed algorithm exhibits a high degree of parallelism, which allows favorable implementation in a GPU. Practical implementation aspects of the model have been also explained and their impact assessed, such as the use of the different types of memories present in a GPU. A number of setups have been chosen in order to compare performance for manually optimized versus Unified Virtual Memory (UVM ) implementations for different CUDA versions. Features and relative performance impact of the different options have been discussed, extracting practical hints and rules useful to speed up CUDA programs."",""1558-2183"","""",""10.1109/TPDS.2015.2463813"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7175058"",""Compute Unified Device Architecture (CUDA)";electromagnetic scattering model;manual optimization;Compute unified device architecture (CUDA);electromagnetic scattering model;graphics processing unit (GPU);Monte Carlo model;parallel computing optimization;unified virtual memory (UVM);"manual optimization"",""Graphics processing units";Atmospheric modeling;Computational modeling;Photonics;Scattering;"Geometry"","""",""8"","""",""21"",""IEEE"",""3 Aug 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"A Practical Large-Capacity Three-Stage Buffered Clos-Network Switch Architecture,""Y. Xia"; M. Hamdi;" H. J. Chao"",""College of Computer Science, Sichuan Normal University"; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong;" Department of Electrical and Computer Engineering, Polytechnic Institute of New York University, Brooklyn, NY"",""IEEE Transactions on Parallel and Distributed Systems"",""14 Jan 2016"",""2016"",""27"",""2"",""317"",""328"",""This paper proposes a three-stage buffered Clos-network switch (TSBCS) architecture along with a novel batch scheduling (BS) mechanism. We found that TSBCS/BS can be mapped to a “fat” combined input-crosspoint queued (CICQ) switch. Consequently, the well-studied CICQ scheduling algorithms can be directly applied in TSBCS. Moreover, BS drastically reduces the time complexity of TSBCS scheduling when compared with ordinary CICQ switches of the same number of switch ports, which enables us to build a larger-capacity switch with reasonable scheduling complexity. We further show that TSBCS/BS can achieve 100 percent throughput under any admissible traffic if a stable CICQ scheduling algorithm is used. Direct cell forwarding schemes are proposed to overcome the performance drawback of BS under light traffic loads. With extensive simulations, we show that the performance of TSBCS/BS is comparable to that of output-queued switches and the latter are usually considered as theoretical optimal."",""1558-2183"","""",""10.1109/TPDS.2015.2408614"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7054539"",""packet switch";distributed shared-memory;Clos network;batch scheduling;Packet switch;distributed shared-memory;Clos network;"batch scheduling"",""Switches";Computer architecture;Microprocessors;Ports (Computers);Out of order;Radiation detectors;"Throughput"","""",""16"","""",""51"",""IEEE"",""4 Mar 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"A Real-Time Information Based Demand-Side Management System in Smart Grid,""F. Ye"; Y. Qian;" R. Q. Hu"",""Department of Electrical and Computer Engineering, University of Nebraska-Lincoln, NE, Omaha"; Department of Electrical and Computer Engineering, University of Nebraska-Lincoln, NE, Omaha;" Department of Electrical and Computer Engineering, Utah State University, UT, Logan"",""IEEE Transactions on Parallel and Distributed Systems"",""14 Jan 2016"",""2016"",""27"",""2"",""329"",""339"",""In this paper, we study a real-time information based demand-side management (DSM) system with advanced communication networks in smart grid. DSM can smooth peak-to-average ratio (PAR) of power usage in the grid, which in turn reduces the waste of fuel and the emission of greenhouse gas. We first target to minimize PAR with a centralized scheme. To motivate power suppliers, we further propose another centralized scheme targeting minimum power generation cost. However, customers may not be motivated by a centralized scheme since such a scheme requires total control and privacy from them. A centralized scheme also requires too much real-time data exchange for frequent DSM deployment. To tackle these issues, we propose game theoretical approaches so that most of the computation is performed locally. In the proposed game, all the customers are motivated by extra savings if participating. Moreover, we prove that all parties benefit from the DSM system to the same level because both the centralized schemes and the game theoretical approach minimize global PAR. Such an analysis is further demonstrated by the simulation results and discussions. Additionally, we evaluate the performance of several (partially) distributed approaches in order to find the best way to deploy DSM system."",""1558-2183"","""",""10.1109/TPDS.2015.2403833"",""National Science Foundation(grant numbers:CNS-1423348,CNS-1423408)";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7042318"",""Smart grid";demand-side management system;peak-to-average ratio;Smart grid;demand-side management system;"peak-to-average ratio"",""Home appliances";Games;Generators;Energy consumption;Schedules;Peak to average power ratio;"Power grids"","""",""54"","""",""25"",""IEEE"",""13 Feb 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"A Round-based Data Replication Strategy,""M. Bsoul"; A. E. Abdallah; K. Almakadmeh;" N. Tahat"",""Department of Computer Science and Applications, Hashemite University, Zarqa, Jordan"; Department of Computer Science and Applications, Hashemite University, Zarqa, Jordan; Department of Software Engineering, Hashemite University, Zarqa, Jordan;" Department of Mathematics, Hashemite University, Zarqa, Jordan"",""IEEE Transactions on Parallel and Distributed Systems"",""9 Dec 2015"",""2016"",""27"",""1"",""31"",""39"",""Data Grid allows many organizations to share data across large geographical area. The idea behind data replication is to store copies of the same file at different locations. Therefore, if a copy at a location is lost or not available, it can be brought from another location. Additionally, data replication results in a reduced time and bandwidth because of bringing the file from a closer location. However, the files that need to be replicated have to be selected wisely. In this paper, a round-based data replication strategy is proposed to select the most appropriate files for replication at the end of each round based on a number of factors. The proposed strategy is based on Popular File Replicate First (PFRF) strategy, and it overcomes the drawbacks of PFRF. The simulation results show that the proposed strategy yields better performance in terms of average file delay per request, average file bandwidth consumption per request, and percentage of files found."",""1558-2183"","""",""10.1109/TPDS.2015.2388449"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7004058"",""Data Grid";Replication strategy;PFRF;Round-based;Simulation;Data Grid;replication strategy;PFRF;round-based;"simulation"",""Heuristic algorithms";Clustering algorithms;Bandwidth;Distributed databases;Servers;Educational institutions;"Electronic mail"","""",""14"","""",""19"",""IEEE"",""7 Jan 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;
"A Scalable, Non-Parametric Method for Detecting Performance Anomaly in Large Scale Computing,""L. Yu";" Z. Lan"",""Department of Computer Science, Illinois Institute of Technology, Chicago, IL";" Department of Computer Science, Illinois Institute of Technology, Chicago, IL"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Jun 2016"",""2016"",""27"",""7"",""1902"",""1914"",""As computer systems continue to grow in scale and complexity, performance problems become common and a major concern for large-scale computing. Performance anomalies caused by application bugs, hardware or software faults, or resource contention can have great impact on system-wide performance and could lead to significant economic losses for service providers. While many detection methods have been presented in the past, the newly emerging challenges are detection scalability and practical use. In this paper, we propose a scalable, non-parametric method for effectively detecting performance anomalies in large-scale systems. The design is generic for anomaly detection in a variety of parallel and distributed systems exhibiting peer-comparable property. It adopts a divide-and-conquer approach to address the scalability challenge and explores the use of non-parametric clustering and two-phase majority voting to improve detection flexibility and accuracy. We derive probabilistic models to quantitatively evaluate our decentralized design. Experiments with a suite of applications on production systems demonstrate that this method outperforms existing methods in terms of detection accuracy with a negligible runtime overhead."",""1558-2183"","""",""10.1109/TPDS.2015.2475741"",""US National Science Foundation(grant numbers:CCF-1422009)";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7236888"",""Large-scale Systems";Performance Anomalies;Hierarchical Grouping;Non-parametric Clustering;Large-scale systems;performance anomalies;hierarchical grouping;"non-parametric clustering"",""Peer-to-peer computing";Accuracy;Silicon;Hardware;Performance evaluation;Feature extraction;"Principal component analysis"","""",""15"","""",""59"",""IEEE"",""2 Sep 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"A Secure and Dynamic Multi-Keyword Ranked Search Scheme over Encrypted Cloud Data,""Z. Xia"; X. Wang; X. Sun;" Q. Wang"",""Jiangsu Engineering Center of Network Monitoring, Jiangsu Collaborative Innovation Center on Atmospheric Environment and Equipment Technology, and School of Computer and Software, Nanjing University of Information Science & Technology, Nanjing, China"; Jiangsu Engineering Center of Network Monitoring, Jiangsu Collaborative Innovation Center on Atmospheric Environment and Equipment Technology, and School of Computer and Software, Nanjing University of Information Science & Technology, Nanjing, China; Jiangsu Engineering Center of Network Monitoring, Jiangsu Collaborative Innovation Center on Atmospheric Environment and Equipment Technology, and School of Computer and Software, Nanjing University of Information Science & Technology, Nanjing, China;" Key Lab of Aerospace Information Security and Trusted Computing, School of Computer, Wuhan University, Wuhan, China"",""IEEE Transactions on Parallel and Distributed Systems"",""14 Jan 2016"",""2016"",""27"",""2"",""340"",""352"",""Due to the increasing popularity of cloud computing, more and more data owners are motivated to outsource their data to cloud servers for great convenience and reduced cost in data management. However, sensitive data should be encrypted before outsourcing for privacy requirements, which obsoletes data utilization like keyword-based document retrieval. In this paper, we present a secure multi-keyword ranked search scheme over encrypted cloud data, which simultaneously supports dynamic update operations like deletion and insertion of documents. Specifically, the vector space model and the widely-used TF x IDF model are combined in the index construction and query generation. We construct a special tree-based index structure and propose a “Greedy Depth-first Search” algorithm to provide efficient multi-keyword ranked search. The secure kNN algorithm is utilized to encrypt the index and query vectors, and meanwhile ensure accurate relevance score calculation between encrypted index and query vectors. In order to resist statistical attacks, phantom terms are added to the index vector for blinding search results. Due to the use of our special tree-based index structure, the proposed scheme can achieve sub-linear search time and deal with the deletion and insertion of documents flexibly. Extensive experiments are conducted to demonstrate the efficiency of the proposed scheme."",""1558-2183"","""",""10.1109/TPDS.2015.2401003"",""NSFC(grant numbers:61173141,61232016,U1405254,61173142,61173136,61103215,61373132,61373133,61300237,61373167,GYHY201206033,201301030,2013DFG12860,BC2013012)"; Jiangsu Engineering Center of Network Monitoring(grant numbers:KJR1308,KJR1402); MOE Internet Innovation Platform(grant numbers:KJRP1403); Natural Science Foundation of Hubei Province(grant numbers:2013CFB297); PAPD;" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7039216"",""Searchable encryption";multi-keyword ranked search;dynamic update;cloud computing;Searchable encryption;multi-keyword ranked search;dynamic update;"cloud computing"",""Indexes";Vectors;Servers;Encryption;Keyword search;"Clouds"","""",""867"","""",""39"",""IEEE"",""11 Feb 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;
"A Secure Anti-Collusion Data Sharing Scheme for Dynamic Groups in the Cloud,""Z. Zhu";" R. Jiang"",""School of Information Science and Engineering, Southeast University, Nanjing, China";" School of Information Science and Engineering, Southeast University, Nanjing, China"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Dec 2015"",""2016"",""27"",""1"",""40"",""50"",""Benefited from cloud computing, users can achieve an effective and economical approach for data sharing among group members in the cloud with the characters of low maintenance and little management cost. Meanwhile, we must provide security guarantees for the sharing data files since they are outsourced. Unfortunately, because of the frequent change of the membership, sharing data while providing privacy-preserving is still a challenging issue, especially for an untrusted cloud due to the collusion attack. Moreover, for existing schemes, the security of key distribution is based on the secure communication channel, however, to have such channel is a strong assumption and is difficult for practice. In this paper, we propose a secure data sharing scheme for dynamic members. First, we propose a secure way for key distribution without any secure communication channels, and the users can securely obtain their private keys from group manager. Second, our scheme can achieve fine-grained access control, any user in the group can use the source in the cloud and revoked users cannot access the cloud again after they are revoked. Third, we can protect the scheme from collusion attack, which means that revoked users cannot get the original data file even if they conspire with the untrusted cloud. In our approach, by leveraging polynomial function, we can achieve a secure user revocation scheme. Finally, our scheme can achieve fine efficiency, which means previous users need not to update their private keys for the situation either a new user joins in the group or a user is revoked from the group."",""1558-2183"","""",""10.1109/TPDS.2015.2388446"",""National Natural Science Foundation of China(grant numbers:61202448)"; Information Network Security of Ministry of Public Security(grant numbers:C14610);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7004069"",""Access control";Privacy-preserving;Key distribution;Cloud computing;Access control;privacy-preserving;key distribution;"cloud computing"",""Access control";Cloud computing;Communication channels;Encryption;"Educational institutions"","""",""41"","""",""21"",""IEEE"",""7 Jan 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"A Survey of Software Techniques for Using Non-Volatile Memories for Storage and Main Memory Systems,""S. Mittal";" J. S. Vetter"",""Future Technologies Group, Oak Ridge National Laboratory, Oak Ridge, TN";" Future Technologies Group, Oak Ridge National Laboratory, Oak Ridge, TN"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Apr 2016"",""2016"",""27"",""5"",""1537"",""1550"",""Non-volatile memory (NVM) devices, such as Flash, phase change RAM, spin transfer torque RAM, and resistive RAM, offer several advantages and challenges when compared to conventional memory technologies, such as DRAM and magnetic hard disk drives (HDDs). In this paper, we present a survey of software techniques that have been proposed to exploit the advantages and mitigate the disadvantages of NVMs when used for designing memory systems, and, in particular, secondary storage (e.g., solid state drive) and main memory. We classify these software techniques along several dimensions to highlight their similarities and differences. Given that NVMs are growing in popularity, we believe that this survey will motivate further research in the field of software technology for NVMs."",""1558-2183"","""",""10.1109/TPDS.2015.2442980"",""U.S. Department of Energy"; Office of Science; Advanced Scientific Computing Research;" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7120149"",""Review";classification;non-volatile memory (NVM) (NVRAM;flash memory;phase change RAM (PCM) (PCRAM);spin transfer torque RAM (STT-RAM) (STT-MRAM);resistive RAM (ReRAM) (RRAM);storage class memory (SCM);Solid State Drive (SSD);Review;classification;non-volatile memory (NVM) (NVRAM);flash memory;phase change RAM (PCM) (PCRAM);spin transfer torque RAM (STT-RAM) (STT-MRAM);resistive RAM (ReRAM) (RRAM);storage class memory (SCM);"solid state drive (SSD)"",""Nonvolatile memory";Flash memories;Phase change materials;Software;Memory management;"Phase change random access memory"","""",""191"",""1"",""139"",""IEEE"",""9 Jun 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;
"A Survey of Task Allocation and Load Balancing in Distributed Systems,""Y. Jiang"",""College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China"",""IEEE Transactions on Parallel and Distributed Systems"",""14 Jan 2016"",""2016"",""27"",""2"",""585"",""599"",""In past decades, significant attention has been devoted to the task allocation and load balancing in distributed systems. Although there have been some related surveys about this subject, each of which only made a very preliminary review on the state of art of one single type of distributed systems. To correlate the studies in varying types of distributed systems and make a comprehensive taxonomy on them, this survey mainly categorizes and reviews the representative studies on task allocation and load balancing according to the general characteristics of varying distributed systems. First, this survey summarizes the general characteristics of distributed systems. Based on these general characteristics, this survey reviews the studies on task allocation and load balancing with respect to the following aspects: 1) typical control models"; 2) typical resource optimization methods; 3) typical methods for achieving reliability; 4) typical coordination mechanisms among heterogeneous nodes;" and 5) typical models considering network structures. For each aspect, we summarize the existing studies and discuss the future research directions. Through the survey, the related studies in this area can be well understood based on how they can satisfy the general characteristics of distributed systems."",""1558-2183"","""",""10.1109/TPDS.2015.2407900"",""National Natural Science Foundation of China(grant numbers:61170164,61472079)"; Natural Science Foundation of Jiangsu Province(grant numbers:BK2012020); Program for Distinguished Talents of Six Domains in Jiangsu Province(grant numbers:2011-DZ023);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7051215"",""Distributed systems";task allocation;load balancing;network;resource allocation;taxonomy;Distributed systems;task allocation;load balancing;networks;resource allocation;survey;"taxonomy"",""Resource management";Peer-to-peer computing;Load management;Load modeling;Reliability;Computational modeling;"Time factors"","""",""131"","""",""96"",""IEEE"",""27 Feb 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;
"A Survey Of Techniques for Architecting DRAM Caches,""S. Mittal";" J. S. Vetter"",""Future Technologies Group, Oak Ridge National Laboratory, Oak Ridge, TN";" Future Technologies Group, Oak Ridge National Laboratory, Oak Ridge, TN"",""IEEE Transactions on Parallel and Distributed Systems"",""12 May 2016"",""2016"",""27"",""6"",""1852"",""1863"",""Recent trends of increasing core-count and memory/bandwidth-wall have led to major overhauls in chip architecture. In face of increasing cache capacity demands, researchers have now explored DRAM, which was conventionally considered synonymous to main memory, for designing large last level caches. Efficient integration of DRAM caches in mainstream computing systems, however, also presents several challenges and several recent techniques have been proposed to address them. In this paper, we present a survey of techniques for architecting DRAM caches. Also, by classifying these techniques across several dimensions, we underscore their similarities and differences. We believe that this paper will be very helpful to researchers for gaining insights into the potential, tradeoffs and challenges of DRAM caches."",""1558-2183"","""",""10.1109/TPDS.2015.2461155"",""US Department of Energy"; Office of Science; Advanced Scientific Computing Research;" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7181712"",""Review";classification;last level cache;Review;classification;last level cache;die-stacking;3D;stacked DRAM;bandwidth wall;extreme-scale system;"architectural techniques"",""Random access memory";Bandwidth;Three-dimensional displays;Program processors;Memory management;"Multicore processing"","""",""39"","""",""67"",""IEEE"",""6 Aug 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;
"A Survey of Techniques for Modeling and Improving Reliability of Computing Systems,""S. Mittal";" J. S. Vetter"",""Future Technologies Group, Oak Ridge National Laboratory, Oak Ridge, TN";" Georgia Institute of Technology, Atlanta, GA"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Mar 2016"",""2016"",""27"",""4"",""1226"",""1238"",""Recent trends of aggressive technology scaling have greatly exacerbated the occurrences and impact of faults in computing systems. This has made `reliability' a first-order design constraint. To address the challenges of reliability, several techniques have been proposed. This paper provides a survey of architectural techniques for improving resilience of computing systems. We especially focus on techniques proposed for microarchitectural components, such as processor registers, functional units, cache and main memory etc. In addition, we discuss techniques proposed for non-volatile memory, GPUs and 3D-stacked processors. To underscore the similarities and differences of the techniques, we classify them based on their key characteristics. We also review the metrics proposed to quantify vulnerability of processor structures. We believe that this survey will help researchers, system-architects and processor designers in gaining insights into the techniques for improving reliability of computing systems."",""1558-2183"","""",""10.1109/TPDS.2015.2426179"",""Oak Ridge National Laboratory";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7094277"",""Review,";classification;reliability;resilience;fault-tolerance;vulnerability;architectural vulnerability factor;soft/transient error;architectural techniques;Review;classification;reliability;resilience;fault-tolerance;vulnerability;architectural vulnerability factor;soft/transient error;"architectural techniques"",""Measurement";Computational modeling;Registers;Circuit faults;Integrated circuit reliability;"Nonvolatile memory"","""",""59"","""",""114"",""IEEE"",""24 Apr 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;
"A Systematic Methodology for Evaluating the Error Resilience of GPGPU Applications,""B. Fang"; K. Pattabiraman; M. Ripeanu;" S. Gurumurthi"",""Department of Electrical and Computer Engineering, University of British Columbia"; Department of Electrical and Computer Engineering, University of British Columbia; Department of Electrical and Computer Engineering, University of British Columbia;" Cloud Innovation Lab, IBM Corporation"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Nov 2016"",""2016"",""27"",""12"",""3397"",""3411"",""The wide adoption of graphics processing units (GPUs) as accelerators for general-purpose applications makes the end-to-end reliability implications of their use increasingly significant. Fault injection is a widely adopted method to evaluate the resilience of applications. However, building a fault injector for general-purpose GPU applications is challenging due to their massive parallelism, which makes it difficult to achieve representativeness while being time-efficient. This paper makes four key contributions. First, it presents a fault-injection methodology to evaluate the end-to-end reliability properties of application kernels running on GPUs. Second, it introduces GPU-Qin, a fault-injection tool that uses real GPU hardware and offers a tunable and efficient balance between the representativeness and the cost of a fault-injection campaign. Third, it characterizes the error resilience characteristics of seventeen application kernels. Finally, it provides preliminary insights on correlations between the algorithmic properties of applications and their error resilience."",""1558-2183"","""",""10.1109/TPDS.2016.2517633"",""NSERC"; NVIDIA;" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7426849"",""GPU";fault tolerance;"error resilience"",""Error correction";Graphics processing units;Fault tolerance;Instruction sets;Transient analysis;"Microarchitecture"","""",""17"","""",""45"",""IEEE"",""7 Mar 2016"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
