"1997 Index IEEE Transactions on Parallel And Vol. 8,"""",,""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""12"",""1301"",""1312"",""This index covers all technical items - papers, correspondence, reviews, etc. - that appeared in this periodical during the year, and items from previous years that were commented upon or corrected in this year. Departments and other items may also be covered if they have been judged to have archival value. The Author Index contains the primary entry for each item, listed under the first author's name. The primary entry includes the co-authors' names, the title of the paper or other item, and its location, specified by the publication abbreviation, year, month, and inclusive pagination. The Subject Index contains entries describing the item under all appropriate subject headings, plus the first author's name, the publication abbreviation, month, and year, and inclusive pages. Note that the item title is found only under the primary entry in the Author Index."",""1558-2183"","""",""10.1109/TPDS.1997.640023"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=640023"","""","""","""","""","""","""",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;
"Backbone networks using rotation counters,""Jian Song";" O. Yang"",""Department of Electrical and Computer Engineering, University of Ottawa, Ottawa, ONT, Canada";" Department of Electrical and Computer Engineering, University of Ottawa, Ottawa, ONT, Canada"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""12"",""1288"",""1298"",""We use simulations to evaluate the performance of an RCP ring network for network interconnection. The RCP (Rotation Counter Protocol) is a token ring protocol that has in its token a special field for counting down of the number of packets transmitted in one cycle. By correlating the queuing performance of each station through the counter, the delay of the high-priority data can be made almost independent and the delay jitters made small, Thus, RCP can be utilized in real-time control environment or integrated services environment. The performance of the backbone networks is investigated, using voice and data integration";" the performance measures are mean voice delay, delay jitters, and mean data delay. Various buffering schemes for voice packets are compared. The effect of asymmetric data load is examined, and RCP is found to be capable of minimizing the loading effect of one station to the other."",""1558-2183"","""",""10.1109/71.640021"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=640021"","""",""Spine";Counting circuits;Delay;Token networks;Jitter;Media Access Protocol;Access protocols;Quality of service;Intserv networks;"FDDI"","""","""","""",""27"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;
"Bandwidth-optimal complete exchange on wormhole-routed 2D/3D torus networks: a diagonal-propagation approach,""Yu-Chee Tseng"; Ting-Hsien Lin; S. K. S. Gupta;" D. K. Panda"",""Department of Computer Science and Information Engineering, National Central University, Chungli, Taiwan"; Department of Computer and Information, Ohio State Uinversity, Columbus, OH, USA; The Computer Science Department, Colorado State University, Fort Collins, CO, USA;" Department of Computer and Information, Ohio State Uinversity, Columbus, OH, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""4"",""380"",""396"",""All-to-all personalized communication, or complete exchange, is at the heart of numerous applications in parallel computing. Several complete exchange algorithms have been proposed in the literature for wormhole meshes. However, these algorithms, when applied to tori, cannot take advantage of wrap-around interconnections to implement complete exchange with reduced latency. In this paper, a new diagonal-propagation approach is proposed to develop a set of complete exchange algorithms for 2D and 3D tori. This approach exploits the symmetric interconnections of tori and allows to develop a communication schedule consisting of several contention-free phases. These algorithms are indirect in nature and they use message combining to reduce the number of phases (message start-ups). It is shown that these algorithms effectively use the bisection bandwidth of a torus which is twice that for an equal sized mesh, to achieve complete exchange in time which is almost half of the best known complete exchange time on an equal sized mesh. The effectiveness of these algorithms is verified through simulation studies for varying system and technological parameters. It is also demonstrated that synchronous implementations of these algorithms (by introducing barriers between phases) lead to reduced latency for complete exchange with large messages, while the asynchronous ones are better for smaller messages."",""1558-2183"","""",""10.1109/71.588613"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=588613"","""",""Parallel processing";Heart;Delay;Computer science;Computer Society;Application software;Bandwidth;Routing;"Multiprocessor interconnection networks"","""",""32"",""3"",""22"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Circuit switching with input queuing: an analysis for the d-dimensional wraparound mesh and the hypercube,""V. Sharma";" E. A. Varvarigos"",""Department of Electrical and Computer Engineering, University of California, Santa Barbara, CA, USA";" Department of Electrical and Computer Engineering, University of California, Santa Barbara, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""4"",""349"",""366"",""We analyze circuit switching in a multiprocessor network, where connection requests (or sessions) arrive at each node of the network according to a Poisson process with rate /spl lambda/. Each session joins the appropriate input-queue at its source node, and, upon advancing to the head of the queue, transmits a setup packet to establish a connection. If the setup packet is successful, it reserves the links on the path for the duration of the session, and the session is served without interruptions. Otherwise, the connection request remains queued at the source, and subsequent attempts are made to establish the circuit. We analyze the queue of connection requests at the input-buffer of a network link, and obtain analytic expressions for the stability region, the average queuing delay, the average connection time, the average waiting time, and the average total delay, which show how these parameters depend on system variables, such as network dimension and session arrival rate. The queuing analysis focuses on the input-queue of a particular link, and accounts for the interactions with queues of other links through the retrial attempts and the associated probability of success. The queuing analysis is independent of the particular network topology under consideration, as long as the probability that a session arriving at a random time successfully establishes a connection can be calculated for that network. Simulations demonstrate the close agreement between the observed network behavior and that predicted by the analysis."",""1558-2183"","""",""10.1109/71.588603"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=588603"","""",""Switching circuits";Queueing analysis;Circuit analysis;Delay effects;Circuit stability;Stability analysis;Network topology;Probability;Analytical models;"Predictive models"","""",""21"","""",""19"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Comments on ""A new family of Cayley graph interconnection networks of constant degree four"",""Guihai Chen";" F. C. M. Lau"",""Department of Computer Science, University of Hong Kong, Hong Kong, China";" Department of Computer Science, University of Hong Kong, Hong Kong, China"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""12"",""1299"",""1300"",""For original paper see Vadapalli and Srimani, ibid., vol. 7, no. 1, p 26-32, 1996, where the authors have proposed a new family of Cayley graph interconnection networks of constant degree four. Our comments show that their proposed graph is not new but is the same as the wrap-around butterfly graph. The structural kinship of the proposed graph with the de Bruijn graph is also discussed."",""1558-2183"","""",""10.1109/71.640022"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=640022"","""",""Multiprocessor interconnection networks";FAA;"Zinc"","""",""14"","""",""2"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;
"Compressionless routing: a framework for adaptive and fault-tolerant routing,""J. H. Kim"; Ziqiang Liu;" A. A. Chien"",""Department of Computer Science, University of Illinois, Urbana-Champaign, Urbana-Champaign, IL, USA"; Department of Computer Science, University of Illinois, Urbana-Champaign, Urbana-Champaign, IL, USA;" Department of Computer Science, University of Illinois, Urbana-Champaign, Urbana-Champaign, IL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""3"",""229"",""244"",""Compressionless routing (CR) is an adaptive routing framework which provides a unified framework for efficient deadlock free adaptive routing and fault tolerance. CR exploits the tight coupling between wormhole routers for flow control to detect and recover from potential deadlock situations. Fault tolerant compressionless routing (FCR) extends CR to support end to end fault tolerant delivery. Detailed routing algorithms, implementation complexity, and performance simulation results for CR and FCR are presented. These results show that the hardware for CR and FCR networks is modest. Further, CR and FCR networks can achieve superior performance to alternatives such as dimension order routing. Compressionless routing has several key advantages: deadlock free adaptive routing in toroidal networks with no virtual channels, simple router designs, order preserving message transmission, applicability to a wide variety of network topologies, and elimination of the need for buffer allocation messages. Fault tolerant compressionless routing has several additional advantages: data integrity in the presence of transient faults (nonstop fault tolerance), permanent fault tolerance, and elimination of the need for software buffering and retry for reliability. The advantages of CR and FCR not only simplify hardware support for adaptive routing and fault tolerance, they also can simplify software communication layers."",""1558-2183"","""",""10.1109/71.584089"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=584089"","""",""Routing";Fault tolerance;System recovery;Chromium;Hardware;Network topology;Adaptive systems;Application software;Network interfaces;"Telecommunication network reliability"","""",""70"",""1"",""36"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Connective fault tolerance in multiple bus systems,""Hung-Kuei Ku";" J. P. Hayes"",""AT and T Bell Laboratories, Inc., Middletown, NJ, USA";" Advanced Computer Laboratory, Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""6"",""574"",""586"",""We present an efficient approach to characterizing the fault tolerance of multiprocessor systems that employ multiple shared buses for interprocessor communication. Of concern is connective fault tolerance, which is defined as the ability to maintain communication between any two fault-free processors in the presence of faulty processors, buses, or processor-bus links. We introduce a model called processor-bus-link (PBL) graphs to represent a multiple-bus system's interconnection structure. The model is more general than previously proposed models, and has the advantages of simple representation, broad application, and the ability to model partial bus failures. The PBL graph implies a set of component adjacency graphs that highlights various connectivity features of the system. Using these graphs, we propose a method for analyzing the maximum number of faults a multiple-bus system can tolerate, and for identifying every minimum set of faulty components that disconnects the processors of the system. We also analyze the connective fault tolerance of several proposed multiple-bus systems to illustrate the application of our method."",""1558-2183"","""",""10.1109/71.595574"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=595574"","""",""Fault tolerant systems";Fault diagnosis;Multiprocessing systems;Fault tolerance;Hardware;Costs;Bandwidth;Degradation;Sun;"Computer architecture"","""",""6"","""",""24"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Constant time algorithms for computational geometry on the reconfigurable mesh,""Jin-Wook Jang"; M. Nigam; V. K. Prasanna;" S. Sahni"",""Department of Electronic Engineering, Sogang University, Seoul, South Korea"; Department of Computer and Information Science and Engineering, CSE 301, University of Florida, Gainesville, FL, USA; Department of EE-Systems, EEB-244, University of Southern California, Los Angeles, CA, USA;" Department of Computer and Information Science and Engineering, CSE 301, University of Florida, Gainesville, FL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""1"",""1"",""12"",""The reconfigurable mesh consists of an array of processors interconnected by a reconfigurable bus system. The bus system can be used to dynamically obtain various interconnection patterns among the processors. Recently, this model has attracted a lot of attention. The authors show O(1) time solutions to the following computational geometry problems on the reconfigurable mesh: all-pairs nearest neighbors, convex hull, triangulation, two-dimensional maxima, two-set dominance counting, and smallest enclosing box. All these solutions accept N planar points as input and employ an N/spl times/N reconfigurable mesh. The basic scheme employed in the implementations is to recursively find an O(1) time solution. The number of recursion levels and the size of the subproblems at each level of recursion are optimized such that the problem decomposition and the solution to the problem can be obtained in constant time. As a result, they have developed some efficient merge techniques to combine the solutions for subproblems on the reconfigurable mesh. These techniques exploit reconfigurability in nontrivial ways leading to constant time solutions using optimal size of the mesh."",""1558-2183"","""",""10.1109/71.569648"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=569648"","""",""Computational geometry";Nearest neighbor searches;Computer networks;Concurrent computing;Solid modeling;Shape;Broadcasting;Automata;"National electric code"","""",""30"","""",""50"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Deadline assignment in a distributed soft real-time system,""B. Kao";" H. Garcia-Molina"",""Department of Computer Science, University of Hong Kong, Hong Kong, China";" Department of Computer Science, University of Stanford, Stanford, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""12"",""1268"",""1274"",""In a distributed environment, tasks often have processing demands at multiple different sites. A distributed task is usually divided into several subtasks, each to be executed in order at some site. In a real-time system, an overall deadline is usually specified by an application designer indicating when a distributed task is to be finished. In this paper, we present and analyze techniques for automatically translating the overall deadline into deadlines for the individual subtasks."",""1558-2183"","""",""10.1109/71.640019"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=640019"","""",""Real time systems";Databases;Scheduling algorithm;Processor scheduling;Communication networks;Stock markets;Information filtering;Information filters;Refining;"Expert systems"","""",""101"",""2"",""12"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Delay-optimal quorum consensus for distributed systems,""Ada Waichee Fu"",""Department of Computer Science and Engineering, Chinese University of Hong Kong, Sha Tin, Hong Kong, China"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""1"",""59"",""69"",""Given a set of nodes S, a coterie is a set of pairwise intersecting subsets of S. Each element in a coterie is called a quorum. Mutual exclusion in a distributed system can be achieved if each request is required to gel consensus from a quorum of nodes. This technique of quorum consensus is also used for replicated distributed database systems, and bicoteries and wr-coteries have been defined to capture the requirements of read and write operations in user transactions. The author is interested in finding coteries, bicoteries, and wr-coteries with optimal communication delay. The protocols take into account the network topology. They design delay-optimal quorum consensus protocols for network topologies of trees, rings, and clustered networks."",""1558-2183"","""",""10.1109/71.569655"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=569655"","""",""Protocols";Database systems;Network topology;Costs;Delay effects;Delay systems;Concurrency control;Artificial satellites;"Clocks"","""",""27"",""1"",""26"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"Designing a scalable processor array for recurrent computations,""K. N. Ganapathy"; B. W. Wah;" Chien-Wei Li"",""Telecommunications Division, Rockwell International, Newport Beach, CA, USA"; Coordinated Science Laboratory, University of Illinois, Urbana-Champaign, IL, USA;" Coordinated Science Laboratory, University of Illinois, Urbana-Champaign, IL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""8"",""840"",""856"",""In this paper, we study the design of a coprocessor (CoP) to execute efficiently recursive algorithms with uniform dependencies. Our design is based on two objectives: 1) fixed bandwidth to main memory (MM) and 2) scalability to higher performance without increasing MM bandwidth. Our CoP has an access unit (AU) organized as multiple queues, a processor array (PA) with regularly connected processing elements (PEs), and input/output networks for data routing. Our design is unique because it addresses input/output bottleneck and scalability, two of the most important issues in integrating processor arrays in current systems. To allow processor arrays to be widely usable, they must be scalable to high performance with little or no impact on the supporting memory system. The use of multiple queues in AU also eliminates the use of explicit data addresses, thereby simplifying the design of the control program. We present a mapping algorithm that partitions a data dependence graph (DG) of an application into regular blocks, sequences the blocks through AU, and schedules the execution of the blocks, one at a time, on PA. We show that our mapping procedure minimizes the amount of communication between blocks in the partitioned DG, and sequences the blocks through AU to reduce the communication between AU and MM. Using the matrix-product and transitive-closure applications, we study design trade-offs involving 1) division of a fixed chip area between PA and AU, and 2) improvements in speedup with respect to increases in chip area. Our results show, for a fixed chip area, 1) that there is little degradation in throughput in using a linear PA as compared to a PA organized as a square mesh, and 2) that the design is not sensitive to the division of chip area between PA and AU. We further show that, for a fixed throughput, there is an inverse square root relationship between speedup and total chip area. Our study demonstrates the feasibility of a low-cost, memory bandwidth-limited, and scalable coprocessor system for evaluating recurrent algorithms with uniform dependencies."",""1558-2183"","""",""10.1109/71.605770"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=605770"","""",""Process design";Gold;Algorithm design and analysis;Coprocessors;Bandwidth;Scalability;Throughput;Routing;Communication system control;"Partitioning algorithms"","""",""1"",""1"",""32"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Detecting corrupted pages in M replicated large files,""F. K. Hwang";" Wenan Zang"",""Dept. of Appl. Math., Nat. Chiao Tung Univ., Hsinchu, Taiwan";" NA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""12"",""1241"",""1245"",""A file in a distributed database system is replicated on M sites and may contain corrupted pages. Abdel-Ghafiar and El Abbadi gave a detection scheme assuming that the number of corrupted pages f<M/2. We replace this assumption by a much weaker one, that, for each page, the majority of copies are correct. Our schemes are based on the structure of the Reed-Solomon code, as proposed by Abdel-Ghaffar and El Abbadi for M=2."",""1558-2183"","""",""10.1109/71.640016"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=640016"","""",""Fault detection";Reed-Solomon codes;Database systems;Block codes;Error correction;"Galois fields"","""",""3"","""",""12"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"Deterministic many-to-many hot potato routing,""A. Borodin"; Y. Rabani;" B. Schieber"",""Department of Computer Science, University of Toronto, Toronto, Canada"; Computer Science Department, Technion-Israel Institute of Technology, Haifa, Israel;" IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""6"",""587"",""596"",""We consider algorithms for many-to-many hot potato routing. In hot potato (deflection) routing, a packet cannot be buffered, and is therefore always moving until it reaches its destination. We give optimal and nearly optimal deterministic algorithms for many-to-many packet routing in commonly occurring networks such as the hypercube, meshes, and tori of various dimensions and sizes, trees, and hypercubic networks such as the butterfly. All these algorithms are analyzed using a charging scheme that may be applicable to other algorithms as well. Moreover, all bounds hold in a dynamic setting in which packets can be injected at arbitrary times."",""1558-2183"","""",""10.1109/71.595575"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=595575"","""",""Routing";Algorithm design and analysis;Hypercubes;Packet switching;Optical packet switching;Communication switching;Hardware;Parallel machines;Communication networks;"Optical fiber networks"","""",""18"","""",""22"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Edge congestion of shortest path systems for all-to-all communication,""C. M. Fiduccia";" P. J. Hedrick"",""Center for Computing Sciences, Bowie, MD, USA";" Bowie, MD, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""10"",""1043"",""1054"",""The problem of choosing a static shortest-path system that minimizes maximum edge congestion in a network is studied. Bounds based on parameters, such as diameter, bisection width, and average distance, are derived and conditions for producing uniform congestion on all edges are explored. Trees are shown to have maximum congestion on edges that are incident to a centroid node. Cartesian product graphs, which generalize multidimensional meshes, are shown to satisfy several closure properties and a generic factor-routing scheme is defined and shown to be optimal in many cases."",""1558-2183"","""",""10.1109/71.629487"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=629487"","""",""Routing";Tree graphs;Hypercubes;Concurrent computing;Multidimensional systems;Concrete;Telecommunication traffic;Traffic control;Upper bound;"Multiprocessor interconnection networks"","""",""12"","""",""13"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Efficient algorithms for all-to-all communications in multiport message-passing systems,""J. Bruck"; Ching-Tien Ho; S. Kipnis; E. Upfal;" D. Weathersby"",""California Institute of Technology, Pasadena, CA, USA"; IBM Almaden Research Center, San Jose, CA, USA; News Datacom Research Limited, Haifa, Israel; IBM Almaden Research Center, San Jose, CA, USA;" Department of Computer Science and Engineering, University of Washington, Seattle, WA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""11"",""1143"",""1156"",""We present efficient algorithms for two all-to-all communication operations in message-passing systems: index (or all-to-all personalized communication) and concatenation (or all-to-all broadcast). We assume a model of a fully connected message-passing system, in which the performance of any point-to-point communication is independent of the sender-receiver pair. We also assume that each processor has k/spl ges/1 ports, through which it can send and receive k messages in every communication round. The complexity measures we use are independent of the particular system topology and are based on the communication start-up time, and on the communication bandwidth."",""1558-2183"","""",""10.1109/71.642949"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=642949"","""",""Broadcasting";Application software;Time measurement;Algorithm design and analysis;Concurrent computing;Particle measurements;Topology;Bandwidth;Scattering;"Parallel programming"","""",""183"",""15"",""31"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;
"Efficient algorithms for data distribution on distributed memory parallel computers,""PeiZong Lee"",""Institute of Information Science, Taipei, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""8"",""825"",""839"",""Data distribution has been one of the most important research topics in parallelizing compilers for distributed memory parallel computers. Good data distribution schema should consider both the computation load balance and the communication overhead. In this paper, we show that data redistribution is necessary for executing a sequence of Do-loops if the communication cost due to performing this sequence of Do-loops is larger than a threshold value. Based on this observation, we can prune the searching space and derive efficient dynamic programming algorithms for determining effective data distribution schema to execute a sequence of Do-loops with a general structure. Experimental studies on a 32-node nCUBE-2 computer are also presented."",""1558-2183"","""",""10.1109/71.605769"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=605769"","""",""Concurrent computing";Distributed computing;Aerodynamics;Dynamic programming;Heuristic algorithms;Flexible printed circuits;Costs;Program processors;Algorithm design and analysis;"Topology"","""",""21"","""",""42"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Efficient algorithms for the reduce-scatter operation in LogGP,""G. Iannello"",""Dipartimento di Informatica e Sistemistica, Università di Napoli Federico II, Napoli, Italy"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""9"",""970"",""982"",""We consider the problem of efficiently performing a reduce-scatter operation in a message passing system. Reduce-scatter is the composition of an element-wise reduction on vectors of n elements initially held by n processors, with a scatter of the resulting vector among the processors. In this paper, we present two algorithms for the reduce-scatter operation, designed in LogGP. The first algorithm assumes an associative and commutative reduction operator and it is optimal in LogGP within a small constant factor. The second algorithm allows the reduction operator to be noncommutative, and it is asymptotically optimal when values to be combined are large arrays. To achieve these results, we developed a complete analysis of both algorithms in LogGP, including the derivation of lower bounds for the reduce-scatter operation, and the study of the m-item version of the problem, i.e., the case when the initial elements are vectors themselves. Reduce-scatter has been included as a collective operation in the MPI standard message passing library, and can be used, for instance, in parallel matrix-vector multiply when the matrix is decomposed by columns. To model a message passing system, we adopted the LogGP model, an extension of LogP that allows the modeling of messages of different length. While this choice makes the analysis somewhat more complex, it leads to more realistic results in the case of gather/scatter algorithms."",""1558-2183"","""",""10.1109/71.615442"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=615442"","""",""Scattering";Algorithm design and analysis;Message passing;Parallel algorithms;Libraries;Matrix decomposition;Computer Society;Telephony;"Performance analysis"","""",""14"","""",""10"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"Efficient distributed selection with bounded messages,""A. Negro"; N. Santoro;" J. Urrutia"",""Dipartimento di Scienze dell'Informazione, Università di Salerno, Salerno, Italy"; Center for Parallel and Distributed Computing, School of Computer Science, Carleton University, Ottawa, Canada;" Department of Computer Science, University of Ottawa, Ottawa, Canada"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""4"",""397"",""401"",""We consider the problem of selecting the Kth smallest element of a set distributed among the sites of a communication network when the size of messages is bounded"; that is, each message is a packet which contains at most c bits, where c/spl ges/1 is a constant. A general selection algorithm using packets is presented and its packet complexity is analyzed. Its complexity is shown to be a significant improvement for a large range of packet sizes over the existing bounds. The proposed technique is then instanciated for specific classes of network topologies;" the resulting bounds either match or improve the ones of existing solutions for a large range of values of the packet size. Furthermore, it is bit optimal in star networks."",""1558-2183"","""",""10.1109/71.588617"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=588617"","""",""Algorithm design and analysis";Communication networks;Network topology;Complexity theory;Distributed algorithms;Computer science;Computer Society;Delay effects;Sorting;"Distributed computing"","""",""10"","""",""16"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Efficient routing and sorting schemes for de Bruijn networks,""D. F. Hsu";" D. S. L. Wei"",""Department of Computer and Information Science, Fordham University, Bronx, NY, USA";" Department of Computer and Information Science, Fordham University, Bronx, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""11"",""1157"",""1170"",""We consider the problems of routing and sorting on a de Bruijn network. First, we show that any deterministic oblivious routing scheme for permutation routing on a d-ary de Bruijn network with N=d/sup n/ nodes, in the worst case, will take /spl Omega/(/spl radic/N) steps under the single-port model. This improves the existing lower bounds provided d is not a constant. We also show that the lower bound is indeed a tight one. Second, we present a deterministic nonoblivious permutation routing algorithm which runs in O(d.n/sup 2/) time on a d-ary de Bruijn network with N=d/sup n/ nodes. This algorithm is currently the fastest known nonoblivious deterministic routing algorithm for de Bruijn networks of arbitrary degree. Finally, we present an efficient general sorting algorithm for the de Bruijn networks of arbitrary degree. This algorithm is the best sorting algorithm known so far. It runs in O((log d).d.n/sup 2/) time for directed de Bruijn network with d/sup n/ nodes, degree d, and diameter n. As a corollary, we show that on a binary de Bruijn network of Nnodes, our sorting scheme requires at most 2 log/sup 2/ Nsteps."",""1558-2183"","""",""10.1109/71.642950"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=642950"","""",""Routing";Sorting;Message passing;Computer Society;Distributed computing;Multiprocessor interconnection networks;Distributed processing;"Upper bound"","""",""10"","""",""26"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Embedding hierarchical hypercube networks into the hypercube,""M. Hamdi";" S. W. Song"",""Department of Computer Science of Science and Technology, Hong Kong University, Kowloon, Hong Kong, China";" Department of Computer Science, University of Sao Paulo-IME, Sao Paulo, Brazil"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""9"",""897"",""902"",""The embedding of one interconnection network into another is a very important issue in the design and analysis of parallel algorithms. Through such embeddings, the algorithms originally developed for one architecture can be directly mapped to another architecture. This paper describes a new embedding method, based on matrix transformations, for optimally embedding hierarchical hypercube networks (HHNs) into the hypercube (binary n-cube). Thus, this embedding method has practical importance in enhancing the capabilities and extending the usefulness of the hypercube, since hierarchical hypercube networks have proven to be very cost-effective for a wide range of applications."",""1558-2183"","""",""10.1109/71.615435"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=615435"","""",""Hypercubes";Multiprocessor interconnection networks;Algorithm design and analysis;Parallel algorithms;Parallel architectures;Computer architecture;Concurrent computing;Embedded computing;Data structures;"Multidimensional systems"","""",""8"","""",""16"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
