"Compiler analysis for cache coherence: interprocedural array data-flow analysis and its impact on cache performance,""L. Choi";" Pen-Chung Yew"",""School of Electrical Engineering, Korea University, Seoul, South Korea";" Department of Computer Science, University of Minnesota, Minneapolis, MN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""9"",""879"",""896"",""In this paper, we present compiler algorithms for detecting references to stale data in shared-memory multiprocessors. The algorithm consists of two key analysis techniques, state reference detection and locality preserving analysis. While the stale reference detection finds the memory reference patterns that may violate cache coherence, the locality preserving analysis minimizes the number of such stale references by analyzing both temporal and spatial reuses. By computing the regions referenced by arrays inside loops, we extend the previous scalar algorithms for more precise analysis. We develop a full interprocedural array data-flow algorithm, which performs both bottom-up side-effect analysis and top-down context analysis on the procedure call graph to further exploit locality across procedure boundaries. The interprocedural algorithm eliminates cache invalidations at procedure boundaries, which were assumed in the previous compiler algorithms. We have fully implemented the algorithm in the Polaris parallelizing compiler. Using execution-driven simulations on Perfect Club benchmarks, we demonstrate how unnecessary cache misses can be eliminated by the automatic stale reference detection. The algorithm can be used to implement cache coherence in the shared-memory multiprocessors that do not have hardware directories, such as Cray T3D."",""1558-2183"","""",""10.1109/71.879772"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=879772"","""",""Data analysis"","""",""3"",""2"",""32"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;
"Compiler and run-time support for exploiting regularity within irregular applications,""A. Lain"; D. R. Chakrabarti;" P. Banerjee"",""Hewlett Packard Company, Bristol, UK"; Center for Parallel and Distributed Computer, ECE Department, Northwestern University, Evanston, IL, USA;" Center for Parallel and Distributed Computer, ECE Department, Northwestern University, Evanston, IL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""2"",""119"",""135"",""This paper starts from a well-known idea, that structure in irregular problems improves sequential performance, and tries to show that the same structure can also be exploited for parallelization of irregular problems on a distributed-memory multicomputer. In particular, we extend a well-known parallelization technique called run-time compilation to use structure information that is explicit on the array subscripts. This paper presents a number of internal representations suited to particular access patterns and shows how various preprocessing structures such as translation tables, trace arrays, and interprocessor communication schedules can be encoded in terms of one or more of these representations. We show how loop and index normalization are important for detection of irregularity in array references, as well as the presence of locality in such references. This paper presents methods for detection of irregularity, feasibility of inspection, and finally, placement of inspectors and interprocessor communication schedules. We show that this process can be automated through extensions to an HPF/Fortran-77 distributed-memory compiler (PARADIGM) and a new runtime support for irregular problems (PILAR) that uses a variety of internal representations of communication patterns. We devise performance measures which consider the relationship between the inspection cost, the execution cost, and the number of times the executor is invoked so that a comparison of the competing schemes can be performed independent of the number of iterations. Finally, we show experimental results on an IBM SP-2 that validate our approach. These results show that dramatic improvements in both memory requirements and execution time can be achieved by using these techniques."",""1558-2183"","""",""10.1109/71.841749"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=841749"","""",""Runtime";Costs;Distributed computing;Application software;Inspection;Performance evaluation;Hardware;Scalability;Parallel architectures;"Standardization"","""",""2"","""",""38"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;
"Complexity of minimum length scheduling for precedence constrained messages in distributed systems,""P. Barcaccia"; M. A. Bonuccelli;" M. di Ianni"",""Dipartimento di Ingegneria Elettronica e dell'Informazionne, Università di Perugia S Lucia Canetola, Perugia, Italy"; Dipartimento di Scienze dell'Informazione, Università di Roma La Sapienza, Rome, Italy;" Dipartimento di Informatica, Università di Pisa, Pisa, Italy"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""10"",""1090"",""1102"",""Switching networks are the core of many communication and multiprocessor systems. In these systems, a set of entities (communication equipment or processors) communicate through the switching network by exchanging messages. Simultaneous transmission or reception of two 01 more different messages through an input or output port results in the corruption of the messages (also called collision), which are useless and must be retransmitted later. This causes a performance degradation. Collisions can be avoided only by a proper scheduling of the messages. The same problem also arises in single-hop purely optical WDM systems, where simultaneous reception or transmission over the same wavelength channel results in a collision. In this paper, we study the problem of minimum length scheduling of a set of messages subject to precedence constraints. We show that the decision version of the problem is NP-complete even in very restricted cases. This means that the optimization problem cannot be solved in polynomial time, unless P=NP. Since the problem cannot be optimally solved by fast algorithms, we then investigate the existence of polynomial time approximation algorithms, by first proving that approximation algorithms cannot exist with performance ratio bounded by 4/3 or smaller and successively presenting an /spl epsiv/-approximation algorithm with /spl epsiv/<2 for the case of two precedence classes of messages. Finally, we assess the existence of an asymptotically optimal schedule in the general case of an unrestricted number of precedence classes."",""1558-2183"","""",""10.1109/71.888647"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=888647"","""",""Optimal scheduling";Optical receivers;Optical transmitters;Approximation algorithms;Processor scheduling;Communication switching;Optical fiber networks;Computer networks;Testing;"Multiprocessing systems"","""",""1"","""",""24"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;
"Computing global functions in asynchronous distributed systems with perfect failure detectors,""J. . -M. Helary"; M. Hurfin; A. Mostefaoui; M. Raynal;" F. Tronel"",""IRISA, Rennes, France"; NA; NA; NA;" NA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""9"",""897"",""909"",""A Global Data is a vector with one entry per process. Each entry must be filled with an appropriate value provided by the corresponding process. Several distributed computing problems amount to compute a function on a global data. This paper proposes a protocol to solve such problems in the context of asynchronous distributed systems where processes may fail by crashing. The main problem that has to be solved lies in computing the global data and in providing each noncrashed process with a copy of it, despite the possible crash of some processes. To be consistent, the global data must contain, at least, all the values provided by the processes that do not crash. This defines the Global Data Computation (GDC) problem. To solve this problem, processes execute a sequence of asynchronous rounds during which they construct, in a decentralized way, the value of the global data and eventually each process gets a copy of it. To cope with process crashes, the protocol uses a perfect failure detector. The proposed protocol has been designed to be time efficient: it allows early decision. Let t be the maximum number of processes that may crash, t<n where n is the total number of processes, and f be the actual number of process crashes (f/spl les/t). In the worst case, the protocol terminates in min(2f+2,t+1) rounds. Moreover, the protocol does not require processes to exchange information on their perception of crashes. The message size depends only on the size of the global data."",""1558-2183"","""",""10.1109/71.879773"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=879773"","""",""Distributed computing";Computer crashes;Protocols;Detectors;Voting;Costs;"Joining processes"","""",""46"","""",""28"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;
"Concurrent exception handling and resolution in distributed object systems,""Jie Xu"; A. Romanovsky;" B. Randell"",""Department of Computer Science, University of Durham, UK"; Department of Computer Science, University of Newcastle, UK;" Department of Computer Science, University of Newcastle, UK"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""10"",""1019"",""1032"",""We address the problem of how to handle exceptions in distributed object systems. In a distributed computing environment, exceptions may be raised simultaneously in different processing nodes and thus need to be treated in a coordinated manner. Mishandling concurrent exceptions can lead to catastrophic consequences. We take two kinds of concurrency into account: 1) Several objects are designed collectively and invoked concurrently to achieve a global goal and 2) multiple objects (or object groups) that are designed independently compete for the same system resources. We propose a new distributed algorithm for resolving concurrent exceptions and show that the algorithm works correctly even in complex nested situations, and is an improvement over previous proposals in that it requires only O(n/sub max/N/sup 2/) messages, thereby permitting quicker response to exceptions."",""1558-2183"","""",""10.1109/71.888642"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=888642"","""",""Distributed computing";Engines;Distributed algorithms;Chromium;Concurrent computing;Proposals;Object oriented programming;Communication system control;Error correction;"Object oriented modeling"","""",""34"",""1"",""32"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;
"Configurable algorithms for complete exchange in 2D meshes,""Young-Joo Suh";" S. Yalamanchili"",""Department of Computer Science and Engineering, Pohang University of Science and Technology, Pohang, South Korea";" Computer Systems Research Laboratory, Georgia Institute of Technology, Atlanta, GA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""4"",""337"",""356"",""The interprocessor complete exchange communication pattern can be found in many important parallel algorithms. In this paper, we present algorithms for complete exchange on 2D mesh-connected multiprocessors. The unique feature of the proposed algorithms is that they are configurable where the time for message startups can be traded against larger message sizes. At one extreme, the algorithm minimizes the number of message startups at the expense of an increased amount of time spent in message transmission. At the other extreme, the time spent in message transmission is reduced at the expense of an increased number of message startups. The structure of the algorithms is such that intermediate solutions are feasible, i.e., the number of message startups can be increased slightly and the message transmission time is correspondingly reduced. The ability to configure these algorithms enables the algorithm characteristics to be matched with machine characteristics based on specific overheads for message initiation and link speeds to minimize overall execution time. In effect, the algorithms can be configured to strike the right balance between direct and message combining approaches on a specific architecture for a given problem size. We believe these algorithms are distinguished by this ability and contribute to efficient portable implementations of complete exchange algorithms."",""1558-2183"","""",""10.1109/71.850832"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=850832"","""",""Parallel algorithms";Scattering;Message passing;Broadcasting;Parallel architectures;Multiprocessor interconnection networks;High-speed networks;Scheduling algorithm;Processor scheduling;"Delay"","""",""8"","""",""23"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Constant time dynamic programming on directed reconfigurable networks,""A. A. Bertossi";" A. Mei"",""Department of Mathematics, University of Trento, Trento, Italy";" Department of Mathematics, University of Trento, Trento, Italy"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""6"",""529"",""536"",""Several dynamic programming algorithms are considered which can be efficiently implemented using parallel networks with reconfigurable buses. The bit model of general reconfigurable meshes with directed links, common write, and unit-time delay for broadcasting is assumed. Given two sequences of length m and n, respectively, their longest common subsequence can be found in constant time by an O(mh)/spl times/O(nh) directed reconfigurable mesh, where h=min{m, n}+1. Moreover, given an n-node directed graph G=(V, E) with (possibly negative) integer weights on its arcs, the shortest distances from a source node /spl nu/ /spl epsiv/ V to all other nodes can be found in constant time by an O(n/sup 2/w) x O(n/sup 2/w) directed reconfigurable mesh, where w is the maximum are weight."",""1558-2183"","""",""10.1109/71.862204"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=862204"","""",""Dynamic programming";Heuristic algorithms;Broadcasting;Delay;Switches;Computer networks;Optical interconnections;Very large scale integration;Partitioning algorithms;"Communication switching"","""",""5"","""",""21"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Data locality exploitation in the decomposition of regular domain problems,""M. Prieto"; I. M. Llorente;" F. Tirado"",""Departmento de Arquitectura de Computadores y Automatica, Facultad de CC. Fisicas, Universidad Complutense de Madrid, Madrid, Spain"; Departmento de Arquitectura de Computadores y Automatica, Facultad de CC. Fisicas, Universidad Complutense de Madrid, Madrid, Spain;" Departmento de Arquitectura de Computadores y Automatica, Facultad de CC. Fisicas, Universidad Complutense de Madrid, Madrid, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""11"",""1141"",""1150"",""The aim of this paper is to study the effect of local memory hierarchy and communication network exploitation on message sending and the influence of this effect on the decomposition of regular applications. In particular, we have considered two different parallel computers, a Cray T3E-900 and an SGI Origin 2000. In both systems, the bandwidth reduction due to non-unit-stride memory access is quite significant and could be more important than the reduction due to contention in the network. These conclusions affect the choice of optimal decompositions for regular domains problems. Thus, although traditional 3D decompositions lead to lower inherent communication-to-computation ratios and could exploit more efficiently the interconnection network, lower dimensional decompositions are found to be more efficient due to the data decomposition effects on the spatial locality of the messages to be communicated. This increasing importance of local optimisations has also been shown using a well-known communication-computation overlapping technique which increases execution time, instead of reducing it as we could expect, due to poor cache memory exploitation."",""1558-2183"","""",""10.1109/71.888635"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=888635"","""",""Concurrent computing";Bandwidth;Multiprocessor interconnection networks;Costs;Application software;Cache memory;Microprocessors;Iterative algorithms;Intelligent networks;"Communication networks"","""",""17"",""1"",""34"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;
"Design and performance evaluation of a portable parallel library for space-time adaptive processing,""J. M. Lebak";" A. W. Bojanczyk"",""MIT Lincoln Laboratories, Lexington, MA, USA";" School of Electrical Engineering, Cornell University, Ithaca, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""3"",""287"",""298"",""Space-time adaptive processing (STAP) refers to a class of methods for detecting targets using an array of sensors. Various STAP methods use similar operations on different data or in different orders. We have developed a portable, parallel library of subroutines for prototyping STAP methods. The subroutines work on the IBM SP2 and the Intel Paragon under three different operating systems and three different communication libraries, and can also be configured for other systems. We provide execution-time models for predicting the performance of each subroutine. Using the library routines, we created a parallel version of element-space pre-Doppler processing, three parallel versions of higher-order post-Doppler processing, and two versions of PRI-staggered post-Doppler processing. We implemented a fourth version of higher-order post-Doppler processing, the hybrid method, which uses a combination of fine-grain and coarse-grain parallelism to reduce execution time. The hybrid method can be used to improve performance when a large number of processors is available. Our execution time models generally predict the best method and predict execution times to within 10 percent or better for large test cases."",""1558-2183"","""",""10.1109/71.841744"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=841744"","""",""Sensor arrays";Algorithms;Software libraries;Parallel processing;Predictive models;Operating systems;Testing;Concurrent computing;Radar antennas;"Object oriented modeling"","""",""12"",""1"",""34"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Distributed multimedia application configuration management,""A. Hagin"; G. Dermler; K. Rothermel;" G. Shchemelev"",""COSS Systemtechnik AG, Stuttgart, Germany"; Zurich Research Laboratory, IBM Research, Rueschlikon, Switzerland; Department of Distributed Systems, Insitute of high Performance Computer Systems, Stuttart University, Stuttgart, Germany;" Automation Department, Saint-Petersburg Pensionary Center, Saint Petersburg, Russia"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""7"",""669"",""682"",""Employing distributed multimedia applications (DMA) requires management support for multiple configuration steps including the definition of a desired DMA topology, the specification of a desired quality of service (QoS) and its enforcement through resource reservation. In this paper, we examine the additional aspect of finding an appropriate placement for a DMA within a distributed computer system (DCS). An overall approach is described for interrelating placement functions with existing procedures for topology and QoS specification and resource reservation. Then the problem of assigning a DMA within a DCS is formulated with the goal of finding a DMA placement with minimized computation and communication cost. For solving the assignment problem an efficient heuristic algorithm-SIGMA-is presented. Unlike other approaches, SIGMA takes into account requirements, which are specific for multimedia applications. Based on experiments conducted for randomly generated DMA and DCS graphs, the efficiency and accuracy of SIGMA is shown to be encouraging because, at low execution times, it finds assignments with cost very close to the optimal one."",""1558-2183"","""",""10.1109/71.877776"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=877776"","""",""Quality of service";Distributed control;Resource management;Topology;Distributed computing;Multimedia systems;Quality management;Application software;Filters;"Computational efficiency"","""",""2"",""1"",""39"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;
"Distributed route selection for establishing real-time channels,""K. G. Shin"; C. . -C. Chou;" S. . -K. Kweon"",""Real-Time Computing Laboratory Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA"; Lucent Technologies, Inc., Holmdel, NJ, USA;" Real-Time Computing Laboratory Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""3"",""318"",""335"",""To guarantee the delivery of real-time messages before their deadline, a real-time channel or connection must be established before the transmission of any message belonging to the connection. During this channel establishment phase, one must first select a route between the source and destination of this channel and then reserve sufficient resources along this route so that the worst-case end-to-end delay over the selected route may not exceed the user-specified delay bound. We propose an efficient distributed route selection scheme that is guaranteed to find a """"qualified"""" route, if any, satisfying the performance requirement of the requested channel without compromising any of the existing guarantees. The proposed scheme can also eliminate the common reliability/performance bottleneck of a centralized route selection scheme while improving efficiency over the centralized and other distributed schemes. Although the proposed solution starts with searching all possible routes in parallel, it prunes infeasible routes quickly, and its worst-case operational overhead is shown to be only a linear function of the number of links in the network. Several examples and simulation results are presented to demonstrate the effectiveness of the proposed distributed route selection scheme as compared to sequential route-search schemes."",""1558-2183"","""",""10.1109/71.841746"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=841746"","""",""Real time systems";Delay;Resource management;Computer Society;Process control;Manufacturing automation;Automatic control;Communication system control;"Control systems"","""",""20"",""1"",""19"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Dynamic task scheduling using online optimization,""B. Hamidzadeh"; Lau Ying Kit;" D. J. Lilja"",""Department of Electrical and ComputerEngineering, University of British Columbia, Vancouver, BC, Canada"; Hospital Authority of Hong Kong, Hong Kong, China;" Department of Electrical Engineering, University of Minnesota, Minneapolis, MN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""11"",""1151"",""1163"",""Algorithms for scheduling independent tasks on to the processors of a multiprocessor system must trade-off processor load balance, memory locality, and scheduling overhead. Most existing algorithms, however, do not adequately balance these conflicting factors. This paper introduces the self-adjusting dynamic scheduling (SADS) class of algorithms that use a unified cost model to explicitly account for these factors at runtime. A dedicated processor performs scheduling in phases by maintaining a tree of partial schedules and incrementally assigning tasks to the least-cost schedule. A scheduling phase terminates whenever any processor becomes idle, at which time partial schedules are distributed to the processors. An extension of the basic SADS algorithm, called DBSADS, controls the scheduling overhead by giving higher priority to partial schedules with more task-to-processor assignments. These algorithms are compared to two distributed scheduling algorithms within a database application on an Intel Paragon distributed memory multiprocessor system."",""1558-2183"","""",""10.1109/71.888636"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=888636"","""",""Dynamic scheduling";Processor scheduling;Optimal scheduling;Scheduling algorithm;Multiprocessing systems;Runtime;Load management;Costs;Concurrent computing;"Query processing"","""",""33"",""3"",""61"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;
"Edge congestion and topological properties of crossed cubes,""Chien-Ping Chang"; Ting-Yi Sung;" Lih-Hsing Hsu"",""Chung Shan Institute of Science and Technology, Taiwan"; Institute of Information Science, Academia Sinica, Taipei, Taiwan;" Department of computer and Information science, National Chiao Tung University, Hsinchu, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""1"",""64"",""80"",""An n-dimensional crossed cube, CQ/sub n/, is a variation of hypercubes. In this paper, we give a new shortest path routing algorithm based on a new distance measure defined herein. In comparison with Efe's algorithm, which generates one shortest path in O(n/sup 2/) time, our algorithm can generate more shortest paths in O(n) time. Based on a given shortest path routing algorithm, we consider a new performance measure of interconnection networks called edge congestion. Using our shortest path routing algorithm and assuming that message exchange between all pairs of vertices is equally probable, we show that the edge congestion of crossed cubes is the same as that of hypercubes. Using the result of edge congestion, we can show that the bisection width of crossed cubes is 2/sup n-1/. We also prove that wide diameter and fault diameter are [n/2]+2. Furthermore, we study embedding of cycles in cross cubes and construct more types than previous work of cycles of length at least four."",""1558-2183"","""",""10.1109/71.824643"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=824643"","""",""Routing";Hypercubes;Network topology;Multiprocessor interconnection networks;Joining processes;Hardware;Lungs;Tires;"Broadcasting"","""",""110"",""2"",""9"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Efficient execution of Time Warp programs on heterogeneous, NOW platforms,""C. D. Carothers";" R. M. Fujimoto"",""Department of Computer Science, Rensselaer Polytechnic Institute, Troy, NY, USA";" College of Computing, Georgia Institute of Technology, Atlanta, GA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""3"",""299"",""317"",""Time Warp is an optimistic protocol for synchronizing parallel discrete event simulations. To achieve performance in a multiuser network of workstation (NOW) environment, Time Warp must continue to operate efficiently in the presence of external workloads caused by other users, processor heterogeneity, and irregular internal workloads caused by the simulation model. However, these performance problems can cause a Time Warp program to become grossly unbalanced, resulting in slower execution. The key observation asserted in this article is that each of these performance problems, while different in source, has a similar manifestation. For a Time Warp program to be balanced, the amount of wall clock time necessary to advance an LP one unit of simulation time should be about the same for all LPs. Using this observation, we devise a single algorithm that mitigates these performance problems and enables the """"background"""" execution of Time Warp programs on heterogeneous distributed computing platforms in the presence of external as well as irregular internal workloads."",""1558-2183"","""",""10.1109/71.841745"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=841745"","""",""Computational modeling";Time warp simulation;Discrete event simulation;Workstations;Synchronization;Network servers;Protocols;Distributed computing;Hardware;"Computer Society"","""",""42"","""",""56"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Efficient heuristics for all-port multicast in wormhole-routed hypercubes,""V. Halwan";" F. Ozguner"",""United Technologies Research Center, East Hartford, CT, USA";" Department of Electrical Engineering, Ohio State Uinversity, Columbus, OH, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""1"",""81"",""94"",""This paper presents several recursive heuristic methods for multicasting in all-port dimension-ordered wormhole-routed hypercubes. The methods described are stepwise contention-free and are primarily designed to reduce the number of communication steps required to complete the multicast operation. Comparisons show that the number of steps can be significantly reduced compared to depth contention-free solutions previously described. These methods are also shown to be source-controlled depth contention-free and can be considered a generalization of the broadcast method described previously, which is the most efficient method known."",""1558-2183"","""",""10.1109/71.824646"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=824646"","""",""Hypercubes";Multicast algorithms;Broadcasting;Routing;Computer Society;Network topology;Algorithm design and analysis;Multiprocessor interconnection networks;Parallel machines;"Fault tolerance"","""",""3"","""",""8"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Energy-efficient initialization protocols for single-hop radio networks with no collision detection,""K. Nakano";" S. Olariu"",""Department of Electrical and Computer Engineering, Nagoya Institute of Technology, Nagoya, Japan";" Department of Computer Science, Old Dominion University, Norfolk, VA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""8"",""851"",""863"",""A radio network (RN, for short) is a distributed system consisting of n radio stations. We assume that the stations are small, bulk-produced, hand-held devices running on batteries and cannot be distinguished by serial or manufacturing number. Since recharging batteries may not be possible while on mission, we are interested in designing protocols that are highly energy-efficient. The initialization problem is to assign each of the n stations in the RN a unique ID. The initialization problem is nontrivial since the stations are assumed to be indistinguishable. The problem is fundamental, since practically all communication protocols for RNs proceed under the assumption that the RN has been initialized in advance. The main contribution of this work is to propose energy-efficient randomized initialization protocols for single-hop RNs lacking collision detection capabilities. First, we show that if the number n of stations is known beforehand, the single-channel RN can be initialized by a protocol that terminates, with probability exceeding 1-/sup 1///sub n/ in O(n) time slots, with no station being awake for more than O(log log n) time slots. We then go on to address the multichannel case and show that if k, (k/spl ges/1), channels are available, an n-station RN can be initialized, with probability exceeding 1-/sup 1///sub n/, in O(/sup n///sub k/+log n) time slots, with no station being awake for more than O(log log n) time slots."",""1558-2183"","""",""10.1109/71.877942"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=877942"","""",""Energy efficiency";Protocols;Radio networks;Radio network;Batteries;Global Positioning System;Computer Society;Manufacturing;Telephony;"Intrusion detection"","""",""38"","""",""28"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Evaluating automatic parallelization in SUIF,""Sungdo Moon"; Byoungro So;" M. W. Hall"",""Information Sciences Institute, University of Southern California, CA, USA"; Information Sciences Institute, University of Southern California, CA, USA;" Information Sciences Institute, University of Southern California, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""1"",""36"",""49"",""This paper presents the results of an experiment to measure empirically the remaining opportunities for exploiting loop-level parallelism that are missed by the Stanford SUIF compiler, a state-of-the-art automatic parallelization system targeting shared-memory multiprocessor architectures. For the purposes of this experiment, we have developed a run-time parallelization test called the Extended Lazy Privatizing Doall (ELPD) test, which is able to simultaneously test multiple loops in a loop nest. The ELPD test identifies a specific type of parallelism where each iteration of the loop being tested accesses independent data, possibly by making some of the data private to each processor. For 29 programs in three benchmark suites, the ELPD test was executed at run time for each candidate loop left unparallelized by the SUIF compiler to identify which of these loops could safely execute in parallel for the given program input. The results of this experiment point to two main requirements for improving the effectiveness of parallelizing compiler technology: incorporating control flow tests into analysis and extracting low-cost run-time parallelization tests from analysis results."",""1558-2183"","""",""10.1109/71.824639"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=824639"","""",""Parallel processing";Runtime;Moon;Privatization;Instruments;Memory architecture;Benchmark testing;Program processors;Data mining;"Data analysis"","""",""7"","""",""28"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;
"Evaluating the scalability of distributed systems,""P. Jogalekar";" M. Woodside"",""Luminous Networks, San Jose, CA, USA";" The Department of Systems and Computer Engineering, Carleton University, Ottawa, Canada"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""6"",""589"",""603"",""Many distributed systems must be scalable, meaning that they must be economically deployable in a wide range of sizes and configurations. This paper presents a scalability metric based on cost-effectiveness, where the effectiveness is a function of the system's throughput and its quality of service. It is part of a framework which also includes a sealing strategy for introducing changes as a function of a scale factor, and an automated virtual design optimization at each scale factor. This is an adaptation of concepts for scalability measures in parallel computing. Scalability is measured by the range of scale factors that give a satisfactory value of the metric, and good scalability is a joint property of the initial design and the scaling strategy. The results give insight into the scaling capacity of the designs, and into how to improve the design. A rapid simple bound on the metric is also described. The metric is demonstrated in this work by applying it to some well-known idealized systems, and to real prototypes of communications software."",""1558-2183"","""",""10.1109/71.862209"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=862209"","""",""Scalability";Quality of service;Throughput;Application software;Algorithm design and analysis;Design optimization;Parallel processing;Software prototyping;Communication system software;"Software performance"","""",""148"",""5"",""24"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Experiences with parallel N-body simulation,""Pangfeng Liu";" S. N. Bhatt"",""Department of Computer Science and Information Engineering, National Chung Cheng University, Chiayi, Taiwan";" Akamai Technologies, Inc., Cambridge, MA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""12"",""1306"",""1323"",""This paper describes our experiences developing high-performance code for astrophysical N-body simulations. Recent N-body methods are based on an adaptive tree structure. The tree must be built and maintained across physically distributed memory";" moreover, the communication requirements are irregular and adaptive. Together with the need to balance the computational work-load among processors, these issues pose interesting challenges and tradeoffs for high-performance implementation. Our implementation was guided by the need to keep solutions simple and general. We use a technique for implicitly representing a dynamic global tree across multiple processors which substantially reduces the programming complexity as well as the performance overheads of distributed memory architectures. The contributions include methods to vectorize the computation and minimize communication time which are theoretically and experimentally justified. The code has been tested by varying the number and distribution of bodies on different configurations of the Connection Machine CM-5. The overall performance on instances with 10 million bodies is typically over 48 percent of the peak machine rate, which compares favorably with other approaches."",""1558-2183"","""",""10.1109/71.895795"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=895795"","""",""Computational modeling";Acceleration;Arithmetic;Tree data structures;Dynamic programming;Plasma simulation;Concurrent computing;Distributed computing;Memory architecture;"Testing"","""",""35"","""",""38"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
