"Building High-Throughput Neural Architecture Search Workflows via a Decoupled Fitness Prediction Engine,""A. Keller Rorabaugh"; S. Caíno-Lores; T. Johnston;" M. Taufer"",""University of Tennessee at Knoxville, Knoxville, TN, USA"; University of Tennessee at Knoxville, Knoxville, TN, USA; Striveworks, Austin, TX, USA;" University of Tennessee at Knoxville, Knoxville, TN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""25 May 2022"",""2022"",""33"",""11"",""2913"",""2926"",""Neural networks (NN) are used in high-performance computing and high-throughput analysis to extract knowledge from datasets. Neural architecture search (NAS) automates NN design by generating, training, and analyzing thousands of NNs. However, NAS requires massive computational power for NN training. To address challenges of efficiency and scalability, we propose PENGUIN, a decoupled fitness prediction engine that informs the search without interfering in it. PENGUIN uses parametric modeling to predict fitness of NNs. Existing NAS methods and parametric modeling functions can be plugged into PENGUIN to build flexible NAS workflows. Through this decoupling and flexible parametric modeling, PENGUIN reduces training costs: it predicts the fitness of NNs, enabling NAS to terminate training NNs early. Early termination increases the number of NNs that fixed compute resources can evaluate, thus giving NAS additional opportunity to find better NNs. We assess the effectiveness of our engine on 6,000 NNs across three diverse benchmark datasets and three state of the art NAS implementations using the Summit supercomputer. Augmenting these NAS implementations with PENGUIN can increase throughput by a factor of 1.6 to 7.1. Furthermore, walltime tests indicate that PENGUIN can reduce training time by a factor of 2.5 to 5.3."",""1558-2183"","""",""10.1109/TPDS.2022.3140681"",""National Science Foundation(grant numbers:1741057,1740990,1741040,1841758)"; Joint Directed Research Development; U.S. Department of Energy(grant numbers:DE-AC05-00OR22725);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9674227"",""Machine learning";artificial intelligence;performance prediction;"neural networks"",""Training";Artificial neural networks;Predictive models;Parametric statistics;Engines;Search problems;"Data models"","""",""4"","""",""55"",""CCBY"",""7 Jan 2022"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Busy-Time Scheduling on Heterogeneous Machines: Algorithms and Analysis,""M. Liu";" X. Tang"",""School of Computer Science and Engineering, Nanyang Technological University, Singapore";" School of Computer Science and Engineering, Nanyang Technological University, Singapore"",""IEEE Transactions on Parallel and Distributed Systems"",""22 Aug 2022"",""2022"",""33"",""12"",""3942"",""3958"",""We study a generalized busy-time scheduling model on heterogeneous machines. The input to the model includes a set of jobs and a set of machine types. Each job has a size and a time interval during which it should be processed. Each job is to be placed on a machine for execution. Different types of machines have distinct capacities and cost rates. The total size of the jobs running on a machine must always be kept within the machine's capacity, giving rise to placement restrictions for jobs of various sizes among the machine types. Each machine used is charged according to the time duration in which it is busy, i.e., it is processing jobs. The objective is to schedule the jobs into machines to minimize the total cost of all the machines used. We develop an $O(1)$O(1)-approximation algorithm in the offline setting and an $O(\mu)$O(μ)-competitive algorithm in the online setting (where $\mu$μ is the max/min job length ratio), both of which are asymptotically optimal. This article significantly improves the analysis of the algorithms over our preliminary work."",""1558-2183"","""",""10.1109/TPDS.2022.3176665"",""Ministry of Education - Singapore(grant numbers:MOE-T2EP20121-0005)"; Academic Research Fund(grant numbers:RG112/19 (S));" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9779914"",""Busy time";scheduling;analysis of algorithms;approximation ratio;"competitive ratio"",""Costs";Approximation algorithms;Scheduling;Cloud computing;Servers;Schedules;"Optimal scheduling"","""",""1"","""",""25"",""IEEE"",""23 May 2022"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Busy-Time Scheduling on Heterogeneous Machines: Algorithms and Analysis,""M. Liu";" X. Tang"",""School of Computer Science and Engineering, Nanyang Technological University, Singapore";" School of Computer Science and Engineering, Nanyang Technological University, Singapore"",""IEEE Transactions on Parallel and Distributed Systems"",""22 Aug 2022"",""2022"",""33"",""12"",""3942"",""3958"",""We study a generalized busy-time scheduling model on heterogeneous machines. The input to the model includes a set of jobs and a set of machine types. Each job has a size and a time interval during which it should be processed. Each job is to be placed on a machine for execution. Different types of machines have distinct capacities and cost rates. The total size of the jobs running on a machine must always be kept within the machine's capacity, giving rise to placement restrictions for jobs of various sizes among the machine types. Each machine used is charged according to the time duration in which it is busy, i.e., it is processing jobs. The objective is to schedule the jobs into machines to minimize the total cost of all the machines used. We develop an $O(1)$O(1)-approximation algorithm in the offline setting and an $O(\mu)$O(μ)-competitive algorithm in the online setting (where $\mu$μ is the max/min job length ratio), both of which are asymptotically optimal. This article significantly improves the analysis of the algorithms over our preliminary work."",""1558-2183"","""",""10.1109/TPDS.2022.3176665"",""Ministry of Education - Singapore(grant numbers:MOE-T2EP20121-0005)"; Academic Research Fund(grant numbers:RG112/19 (S));" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9779914"",""Busy time";scheduling;analysis of algorithms;approximation ratio;"competitive ratio"",""Costs";Approximation algorithms;Scheduling;Cloud computing;Servers;Schedules;"Optimal scheduling"","""",""1"","""",""25"",""IEEE"",""23 May 2022"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CAMIG: Concurrency-Aware Live Migration Management of Multiple Virtual Machines in SDN-Enabled Clouds,""T. He"; A. N. Toosi;" R. Buyya"",""CLOUDS Lab, School of Computing and Information Systems, University of Melbourne, Parkville, VIC, Australia"; Department of Software Systems and Cybersecurity, Faculty of Information Technology, Monash University, Clayton, VIC, Australia;" CLOUDS Lab, School of Computing and Information Systems, University of Melbourne, Parkville, VIC, Australia"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Mar 2022"",""2022"",""33"",""10"",""2318"",""2331"",""By integrating Software-Defined Networking and cloud computing, virtualized networking and computing resources can be dynamically reallocated through live migration of Virtual Machines (VMs). Dynamic resource management such as load balancing and energy-saving policies can request multiple migrations when the algorithms are triggered periodically. There exist notable research efforts in dynamic resource management that alleviate single migration overheads, such as single migration time and co-location interference while selecting the potential VMs and migration destinations. However, by neglecting the resource dependency among potential migration requests, the existing solutions of dynamic resource management can result in the Quality of Service (QoS) degradation and Service Level Agreement (SLA) violations during the migration schedule. Therefore, it is essential to integrate both single and multiple migration overheads into VM reallocation planning. In this paper, we propose a concurrency-aware multiple migration selector that operates based on the maximal cliques and independent sets of the resource dependency graph of multiple migration requests. Our proposed method can be integrated with existing dynamic resource management policies. The experimental results demonstrate that our solution efficiently minimizes migration interference and shortens the convergence time of reallocation by maximizing the multiple migration performance while achieving the objective of dynamic resource management."",""1558-2183"","""",""10.1109/TPDS.2021.3139014"",""Australian Research Council(grant numbers:DP160102414)"; China Scholarship Council;" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9664322"",""Live migration";dynamic resource management;migration scheduling;software-defined networking;"cloud computing"",""Resource management";Dynamic scheduling;Heuristic algorithms;Costs;Cloud computing;Load modeling;"Interference"","""",""9"","""",""39"",""IEEE"",""28 Dec 2021"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Capelin: Data-Driven Compute Capacity Procurement for Cloud Datacenters Using Portfolios of Scenarios,""G. Andreadis"; F. Mastenbroek; V. van Beek;" A. Iosup"",""Electrical Engineering, Mathematics and Computer Science Faculty, Delft University of Technology, Delft, CD, The Netherlands"; Electrical Engineering, Mathematics and Computer Science Faculty, Delft University of Technology, Delft, CD, The Netherlands; Electrical Engineering, Mathematics and Computer Science Faculty, Delft University of Technology, CD, The Netherlands;" Electrical Engineering, Mathematics & Computer Science faculty, Delft University of Technology, Delft, CD, The Netherlands"",""IEEE Transactions on Parallel and Distributed Systems"",""25 Jun 2021"",""2022"",""33"",""1"",""26"",""39"",""Cloud datacenters provide a backbone to our digital society. Inaccurate capacity procurement for cloud datacenters can lead to significant performance degradation, denser targets for failure, and unsustainable energy consumption. Although this activity is core to improving cloud infrastructure, relatively few comprehensive approaches and support tools exist for mid-tier operators, leaving many planners with merely rule-of-thumb judgement. We derive requirements from a unique survey of experts in charge of diverse datacenters in several countries. We propose Capelin, a data-driven, scenario-based capacity planning system for mid-tier cloud datacenters. Capelin introduces the notion of portfolios of scenarios, which it leverages in its probing for alternative capacity-plans. At the core of the system, a trace-based, discrete-event simulator enables the exploration of different possible topologies, with support for scaling the volume, variety, and velocity of resources, and for horizontal (scale-out) and vertical (scale-up) scaling. Capelin compares alternative topologies and for each gives detailed quantitative operational information, which could facilitate human decisions of capacity planning. We implement and open-source Capelin, and show through comprehensive trace-based experiments it can aid practitioners. The results give evidence that reasonable choices can be worse by a factor of 1.5-2.0 than the best, in terms of performance degradation or energy consumption."",""1558-2183"","""",""10.1109/TPDS.2021.3084816"",""NWO Vidi MagnaData"; TOP OffSense;" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9444213"",""Cloud";procurement;capacity planning;datacenter;practitioner survey;"simulation"",""Capacity planning";Tools;Cloud computing;Containers;Topology;Procurement;"Planning"","""","""","""",""67"",""IEEE"",""28 May 2021"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Characterizing Performance of Graph Neighborhood Communication Patterns,""S. Ghosh"; N. R. Tallent;" M. Halappanavar"",""Advanced Computing, Mathematics, and Data Division, Pacific Northwest National Laboratory, Richland, WA, USA"; Advanced Computing, Mathematics, and Data Division, Pacific Northwest National Laboratory, Richland, WA, USA;" Advanced Computing, Mathematics, and Data Division, Pacific Northwest National Laboratory, Richland, WA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""15 Oct 2021"",""2022"",""33"",""4"",""915"",""928"",""Distributed-memory graph algorithms are fundamental enablers in scientific computing and analytics workflows. A majority of graph algorithms rely on the graph neighborhood communication pattern, i.e., repeated asynchronous communication between a vertex and its neighbors in the graph. The pattern is adversarial for communication software and hardware due to high message injection rates and input-dependent, many-to-one traffic with variable destinations and volumes. We present benchmarks and performance analysis of graph neighborhood communication on modern large-scale network interconnects from four supercomputers: ALCF Theta, NERSC Cori, OLCF Summit and R-CCS Fugaku. Our benchmarks characterize communication from the perspectives of latency and throughput. Benchmark parameters make it possible to mimic the behaviors of complex applications on real world or synthetic graphs by varying work distribution, remote edges, message volume, and per-vertex work. We find that minor changes in the input graph can substantially increase latencies";" and contention can develop in memory caches and network stacks before contention in the network itself. Further, latencies and contention vary significantly for different graph neighborhoods, motivating the need for exploring asynchronous algorithms in greater detail. When adding work, load imbalance on real-world graphs can be pronounced: latencies for the 99th percentile were 8–128× than the corresponding average latencies. Our results help analysts and developers understand the performance implications of this important pattern, especially for the impending exascale platforms."",""1558-2183"","""",""10.1109/TPDS.2021.3101425"",""U.S. Department of Energy(grant numbers:DE-AC02-05CH11231,DE-AC02-06CH11357)"; RIKEN CCS; U.S. Department of Energy(grant numbers:17-SC-20-SC); Advanced Scientific Computing Research; Data-Model Convergence;" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9503355"",""Graphs and networks";neighborhood communication;MPI;network communication;network contention;distributed memories;"benchmarking"",""Benchmark testing";Pattern matching;Heating systems;Clustering algorithms;Software;Topology;"Surges"","""",""1"","""",""52"",""IEEE"",""2 Aug 2021"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Cloud Object Storage Synchronization: Design, Analysis, and Implementation,""F. Chen"; Z. Li; C. Jiang; T. Xiang;" Y. Yang"",""College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China"; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; College of Computer Science, Chongqing University, Chongqing, China;" Department of Electrical and Computer Engineering, Stony Brook University, Stony Brook, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""22 Aug 2022"",""2022"",""33"",""12"",""4295"",""4310"",""Cloud storage synchronization among different computing terminals has attracted large-scale uses among enterprise and individual users. It enables users to maintain the same copy of data in real time, which eases users the tedious yet error-prone data management burden. However, existing cloud storage synchronization systems are in a closed form. Users are fixed to a certain cloud service provider, which makes it hard to transfer from one provider to another when balancing factors such as performance, cost, security, etc. To bridge this gap, this article proposes a new synchronization system based on standard cloud object storage. Specifically, we first formulate the cloud object storage synchronization problem by defining some useful concepts. We then use the idea of state encoding and a push-pull paradigm to propose a cloud object storage synchronization system. The proposed system supports real-time, multiple-terminal, and cloud-independent storage synchronization. We also prototyped the proposed system. The experimental results show that the proposed system is promising for practical usages."",""1558-2183"","""",""10.1109/TPDS.2022.3185067"",""National Natural Science Foundation of China(grant numbers:61872243,62072062,U20A20176,61902255)"; Basic and Applied Basic Research Foundation of Guangdong Province(grant numbers:2020A1515011489); Science and Technology Plan Projects of Shenzhen(grant numbers:JCYJ20180305124126741,JCYJ20190808163417094); Natural Science Foundation of Chongqing(grant numbers:cstc2022ycjh-bgzxm0031);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9802905"",""Cloud object storage";synchronization;state encoding;push-pull paradigm;"system prototype"",""Cloud computing";Synchronization;Real-time systems;History;Computers;Browsers;"Costs"","""","""","""",""37"",""IEEE"",""21 Jun 2022"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CNNPC: End-Edge-Cloud Collaborative CNN Inference With Joint Model Partition and Compression,""S. Yang"; Z. Zhang; C. Zhao; X. Song; S. Guo;" H. Li"",""National Engineering Laboratory for Big Data Analytics (NEL-BDA), Ministry of Education Key Laboratory for Intelligent Networks and Network Security (MOE KLINNS Lab), Xi'an Jiaotong University, Xi'an, China"; National Engineering Laboratory for Big Data Analytics (NEL-BDA), Xi'an Jiaotong University, Xi'an, China; Department of Computing, Imperial College London, London, U.K.; National Engineering Laboratory for Big Data Analytics (NEL-BDA), Xi'an Jiaotong University, Xi'an, China; National Engineering Laboratory for Big Data Analytics (NEL-BDA), Xi'an Jiaotong University, Xi'an, China;" National Engineering Laboratory for Big Data Analytics (NEL-BDA), Xi'an Jiaotong University, Xi'an, China"",""IEEE Transactions on Parallel and Distributed Systems"",""22 Aug 2022"",""2022"",""33"",""12"",""4039"",""4056"",""Edge Intelligence (EI) aims at addressing concerns like response latency risen by the conflict between predominating Cloud-based deployments of computationally intensive AI applications and the expensive uploading of explosive end data. Convolutional Neural Networks (CNNs) leading the latest flourish of AI inevitably suffer from the aforementioned conflict. There emerge increasing EI-driven attempts on fast CNN inference with high accuracy in the End-Edge-Cloud (EEC) collaborative computing paradigm, where, however, neither model compression approaches for on-device inference nor collaborative inference methods across devices can effectively achieve the trade-off between latency and accuracy of End-to-End (E2E) inference. In this article, we present CNNPC that jointly partitions and compresses CNNs for fast inference with high accuracy in collaborative EEC systems. We implemented CNNPC (source code available at https://github.com/IoTDATALab/CNNPC) and evaluated its performance within extensive real-world EEC scenarios. Experimental results demonstrate that, compared with state-of-the-art single-end and collaborative approaches, without obvious accuracy loss, collaborative inference based on CNNPC is up to $1.6\times$1.6× and $5.6\times$5.6× faster, and requires as low as $4.30\%$4.30% and $6.48\%$6.48% communications, respectively. Besides, when determines the optimal strategy, CNNPC requires as low as $0.1\%$0.1% actual compression operations that the traversal method (the only viable method providing the theoretically optimal strategy) requires."",""1558-2183"","""",""10.1109/TPDS.2022.3177782"",""National Key Research and Development Program of China(grant numbers:2020YFA0713900)"; National Natural Science Foundation of China(grant numbers:61772410,61802298,62172329,U1811461,U21A6005,11690011); China Postdoctoral Science Foundation(grant numbers:2020T130513,2019M663726);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9782528"",""Edge computing";edge intelligence;collaborative CNN inference;"CNN partition and compression"",""Collaboration";Convolutional neural networks;Computational modeling;Solid modeling;Data models;Artificial intelligence;"Cloud computing"","""",""4"","""",""60"",""IEEE"",""26 May 2022"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Co-Concurrency Mechanism for Multi-GPUs in Distributed Heterogeneous Environments,""X. Zhang"; Z. Tang; X. Zhang;" K. Li"",""College of Computer Science and Electronic Engineering, Hunan University, Changsha, Hunan, China"; College of Computer Science and Electronic Engineering, Hunan University, Changsha, Hunan, China; Alibaba Group, Hangzhou, Zhejiang, China;" College of Computer Science and Electronic Engineering, Hunan University, Changsha, Hunan, China"",""IEEE Transactions on Parallel and Distributed Systems"",""13 Oct 2022"",""2022"",""33"",""12"",""4935"",""4947"",""The high concurrency and high throughput characteristics of graphics processing units (GPUs) have made researchers continue to use it to optimize distributed parallel computing architectures. With the upgrading of processor architecture, GPUs allow multiple kernels to execute concurrently through stream queues. However, due to the different hardware characteristics and kernel properties in distributed architectures, existing research lacks careful consideration of optimization schemes for concurrent streams and kernel block sizes. Unreasonable stream concurrency and kernel block size configuration will lead to prolonged execution time and waste of computing resources during application execution. Therefore, we propose a multi-GPU multi-stream co-concurrency mechanism (MGSC) in a distributed heterogeneous environment, dynamically adjusting the number of concurrent streams and exploring the optimal block size in task scheduling. According to the memory resources and startup overhead occupied in concurrent stream scheduling, a resource-aware concurrent stream adaptive adjustment mechanism is proposed, which can dynamically adjust the number of streams. To explore the optimal block size, we abstract it as a multi-armed bandit problem (MAB) and propose a block size adjustment algorithm based on the upper confidence bound (UCB). We implement MGSC in Spark 3.1.1 and NVIDIA CUDA 11.2. We conduct comparative experiments with multiple typical benchmarks to evaluate the performance of MGSC. The experimental results show that the algorithm can make full use of the computing power of the GPU and significantly reduce the execution time of tasks."",""1558-2183"","""",""10.1109/TPDS.2022.3208082"",""National Key Research and Development Program of China(grant numbers:2018YFB1701400)"; National Natural Science Foundation of China(grant numbers:62225205,92055213,61873090); Guangdong Province research and development plan(grant numbers:2020B0101100001);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9896169"",""Concurrent kernel execution";heterogeneous computing;kernel;"stream scheduling"",""Kernel";Graphics processing units;Task analysis;Processor scheduling;Concurrent computing;Computer architecture;"Hardware"","""","""","""",""36"",""IEEE"",""20 Sep 2022"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Coarse Grained FPGA Overlay for Rapid Just-In-Time Accelerator Compilation,""A. K. Jain"; D. L. Maskell;" S. A. Fahmy"",""Xilinx Inc., San Jose, CA, USA"; School of Computer Science and Engineering, Nanyang Technological University, Singapore;" King Abdullah University of Science and Technology, Thuwal, Saudi Arabia"",""IEEE Transactions on Parallel and Distributed Systems"",""27 Oct 2021"",""2022"",""33"",""6"",""1478"",""1490"",""Coarse-grained FPGA overlays built around the runtime programmable DSP blocks in modern FPGAs can achieve high throughput and improved scalability compared to traditional overlays built without detailed consideration of FPGA architecture. These overlays can be mapped to using higher level compilers, achieving fast compilation, software-like programmability and run-time management, and high-level design abstraction. OpenCL allows programs running on a host computer to launch accelerator kernels which can be compiled at run-time for a specific architecture, thus enabling portability. However, prohibitive hardware compilation times in traditional design flows mean that the tools cannot effectively use just-in-time (JIT) compilation or runtime performance scaling on FPGAs. We present a methodology for runtime compilation of dataflow graphs expressed as OpenCL kernels onto coarse-grained overlays. The methodology benefits from the high level of abstraction afforded by using the OpenCL programming model, while the mapping to the overlay significantly reduces compilation and load times. Key characteristics of this work include highly performant DSP-optimized functional units that scale to large overlays on modern devices and the ability to perform automatic resource-aware kernel replication up to the size of the overlay. We demonstrate place and route times orders of magnitude better than traditional HLS flows, even when running on an embedded processor in the Xilinx Zynq."",""1558-2183"","""",""10.1109/TPDS.2021.3116859"",""Ministry of Education(grant numbers:MOE2017-T2-1-002)";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9555373"",""Field programmable gate arrays";parallel processing;"hardware accelerators"",""Field programmable gate arrays";Kernel;Computer architecture;Hardware;Runtime;Performance evaluation;"Throughput"","""",""2"","""",""60"",""CCBYNCND"",""30 Sep 2021"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CoFilter: High-Performance Switch-Accelerated Stateful Packet Filter for Bare-Metal Servers,""J. Cao"; Y. Liu; Y. Zhou; L. He; C. Sun; Y. Wang;" M. Xu"",""Institute for Network Sciences and Cyberspace, Tsinghua University, Beijing, China"; Institute for Network Sciences and Cyberspace, Tsinghua University, Beijing, China; Alibaba Infrastructure Service, Alibaba Group, Hangzhou, China; Institute for Network Sciences and Cyberspace, Tsinghua University, Beijing, China; Alibaba Infrastructure Service, Alibaba Group, Hangzhou, China; Institute for Network Sciences and Cyberspace, Tsinghua University, Beijing, China;" Institute for Network Sciences and Cyberspace, Tsinghua University, Beijing, China"",""IEEE Transactions on Parallel and Distributed Systems"",""18 Feb 2022"",""2022"",""33"",""9"",""2249"",""2262"",""As one of the most critical cloud services, Bare-Metal Servers (BMS) introduce stringent performance requirements on data center networks (DCN). Stateful packet filter is an integral DCN component of ensuring connection security for BMS. However, the off-the-shelf stateful packet filters either are costly for cloud DCNs or introduce significant performance bottlenecks. In this article, we present CoFilter, which leverages low-cost programmable switches to accelerate the stateful packet filter for BMS. CoFilter uses (1) stateful process partition to enable complex stateful packet filtering logic on programmability-limited switching ASICs, (2) state compression to track tens of millions of connections with constrained hardware memory, and (3) per-tenant packet rate limit and tenant-aware flow migration to achieve efficient performance isolation among different tenants. Overall, CoFilter implements a high-performance stateful packet filter via the co-design of programmable switching ASIC and CPU. We evaluate CoFilter under various data center traffic traces with real-world flow distributions. The evaluation results show that CoFilter remarkably outperforms NetFilter, i.e., forwarding packets at line rate (13x throughput of NetFilter), keeping packet delay within 1us, and freeing a significant quantity of CPU cores, with rather small memory usage, i.e., accommodating over $10^7$107 connections with only 16MB SRAM."",""1558-2183"","""",""10.1109/TPDS.2021.3136575"",""National Natural Science Foundation of China(grant numbers:61772307)"; National Key Research and Development Program of China(grant numbers:2018YFB1800405); Tsinghua University;" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9656674"",""Bare-metal server stateful packet filter";"programmable switch"",""Servers";Random access memory;Hardware;Switches;Security;Delays;"Data centers"","""",""2"","""",""38"",""IEEE"",""20 Dec 2021"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"COIN: A Container Workload Prediction Model Focusing on Common and Individual Changes in Workloads,""Z. Ding"; B. Feng;" C. Jiang"",""Key Laboratory of Embedded System and Service Computing, Ministry of Education, Tongji University, Shanghai, China"; Key Laboratory of Embedded System and Service Computing, Ministry of Education, Tongji University, Shanghai, China;" Key Laboratory of Embedded System and Service Computing, Ministry of Education, Tongji University, Shanghai, China"",""IEEE Transactions on Parallel and Distributed Systems"",""13 Sep 2022"",""2022"",""33"",""12"",""4738"",""4751"",""Recently, containers have become the primary deployment form for cloud applications. Predicting container workload accurately is critical to ensure the quality of service (QoS) and cost-efficiency of the applications and meet service level agreements (SLAs) with users. However, facing multiple challenges, including model unavailability due to insufficient data, model maladaptation due to dynamic workload changes, and model non-generalization due to changeable workload patterns in container workload prediction, existing methods have not yet provided a united and effective solution. To this end, we propose a novel integrated forecasting model named COIN that combines COmmon and INdividual changes in container workloads to ensure the availability, adaptivity, and generality of the prediction model based on transfer learning and online learning. Besides, we present a container similarity calculation algorithm for real cloud scenarios, which combines the static and dynamic information of containers and comprehensively depicts the similarity between containers. Through experiments based on two public datasets, the COIN model achieves a higher accuracy than existing state-of-the-art solutions, demonstrating the effectiveness and robustness of our proposed model, which provides a new solution to container workload prediction."",""1558-2183"","""",""10.1109/TPDS.2022.3202833"",""National Key Research and Development Program of China(grant numbers:2019YFB1704102)"; China National Scientific Seafloor Observatory;" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9870561"",""Cloud Computing";container;workload prediction;container similarity;online learning;transfer learning;"integrated model"",""Containers";Predictive models;Data models;Adaptation models;Forecasting;Cloud computing;"Load modeling"","""",""3"","""",""50"",""IEEE"",""30 Aug 2022"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Combinatorial BLAS 2.0: Scaling Combinatorial Algorithms on Distributed-Memory Systems,""A. Azad"; O. Selvitopi; M. T. Hussain; J. R. Gilbert;" A. Buluç"",""Indiana University, Bloomington, IN, USA"; Lawrence Berkeley National Laboratory, Berkeley, CA, USA; Indiana University, Bloomington, IN, USA; University of California, Santa Barbara, Santa Barbara, CA, USA;" Lawrence Berkeley National Laboratory, Berkeley, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""15 Oct 2021"",""2022"",""33"",""4"",""989"",""1001"",""Combinatorial algorithms such as those that arise in graph analysis, modeling of discrete systems, bioinformatics, and chemistry, are often hard to parallelize. The Combinatorial BLAS library implements key computational primitives for rapid development of combinatorial algorithms in distributed-memory systems. During the decade since its first introduction, the Combinatorial BLAS library has evolved and expanded significantly. This article details many of the key technical features of Combinatorial BLAS version 2.0, such as communication avoidance, hierarchical parallelism via in-node multithreading, accelerator support via GPU kernels, generalized semiring support, implementations of key data structures and functions, and scalable distributed I/O operations for human-readable files. Our article also presents several rules of thumb for choosing the right data structures and functions in Combinatorial BLAS 2.0, under various common application scenarios."",""1558-2183"","""",""10.1109/TPDS.2021.3094091"",""Advanced Scientific Computing Research(grant numbers:DE-AC02-05CH11231)"; National Science Foundation(grant numbers:1823034); Exascale Computing(grant numbers:17-SC-20-SC); U.S. Department of Energy; National Nuclear Security Administration; National Science Foundation(grant numbers:CCF-1637564); U.S. Department of Energy(grant numbers:DE-AC05-00OR22725);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9470983"",""Sparse matrices";parallel computing;combinatorics;graph theory;"communication-avoidance algorithms"",""Sparse matrices";Libraries;Data structures;Indexes;Three-dimensional displays;Data analysis;"Computational modeling"","""",""8"","""",""46"",""IEEE"",""1 Jul 2021"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;
