"${\rm S}^{2}$-RAID: Parallel RAID Architecture for Fast Data Recovery,""J. Wan"; J. Wang; C. Xie;" Q. Yang"",""Wuhan National Laboratory For Optoelectronics, Huazhong University of Science and Technology, Wuhan, Hubei, China"; School of computer of science and technology, Huazhong University of Science and Technology, Wuhan, Hubei, China; Wuhan National Laboratory For Optoelectronics, Huazhong University of Science and Technology, Wuhan, Hubei, China;" Department of Electrical and Computer Engineering, University of Rhode Island, Kingston, RI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""12 May 2014"",""2014"",""25"",""6"",""1638"",""1647"",""As disk volume grows rapidly with terabyte disk becoming a norm, RAID reconstruction process in case of a failure takes prohibitively long time. This paper presents a new RAID architecture, S2-RAID, allowing the disk array to reconstruct very quickly in case of a disk failure. The idea is to form skewed sub-arrays in the RAID structure so that reconstruction can be done in parallel dramatically speeding up data reconstruction process and hence minimizing the chance of data loss. We analyse the data recovery ability of this architecture and show its good scalability. A prototype S2-RAID system has been built and implemented in the Linux operating system for the purpose of evaluating its performance potential. Real world I/O traces including SPC, Microsoft, and a collection of a production environment have been used to measure the performance of S2-RAID as compared to existing baseline software RAID5, Parity Declustering, and RAID50. Experimental results show that our new S2-RAID speeds up data reconstruction time by a factor 2 to 4 compared to the traditional RAID. Meanwhile, S2-RAID keeps comparable production performance to that of the baseline RAID layouts while online RAID reconstruction is in progress."",""1558-2183"","""",""10.1109/TPDS.2013.225"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6594738"",""Data storage";parallel reconstruction;RAID reconstruction;"${\rm S}^{2}$-RAID"",""Layout";Prototypes;Parallel processing;Arrays;Production;"Software"","""",""8"","""",""28"",""IEEE"",""9 Sep 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;
"Bisection (Band)Width of Product Networks with Application to Data Centers,""J. A. Aroca";" A. F. Anta"",""Universidad Carlos III de Madrid, Institute IMDEA Networks, Madrid, Spain";" Institute IMDEA Networks, Madrid, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""4 Feb 2014"",""2014"",""25"",""3"",""570"",""580"",""The bisection width of interconnection networks has always been important in parallel computing, since it bounds the speed at which information can be moved from one side of a network to another, i.e., the bisection bandwidth. Finding its exact value has proven to be challenging for some network families. For instance, the problem of finding the exact bisection width of the multidimensional torus was posed by Leighton [1, Problem 1.281] and has remained open for almost 20 years. We provide two general results that allow us to obtain upper and lower bounds on the bisection width of any product graph as a function of some properties of its factor graphs. The power of these results is shown by deriving the exact value of the bisection width of the torus, as well as of several d-dimensional classical parallel topologies that can be obtained by the application of the Cartesian product of graphs. We also apply these results to data centers, by obtaining bounds for the bisection bandwidth of the d-dimensional BCube network, a recently proposed topology for data centers."",""1558-2183"","""",""10.1109/TPDS.2013.95"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6490321"",""Bisection bandwidth";bisection width;torus;BCube;product graphs;complete binary trees;extended trees;"mesh-connected trees"",""Bandwidth";Topology;Network topology;Indexes;Binary trees;Switches;"Multiprocessor interconnection"","""",""22"","""",""21"",""IEEE"",""29 Mar 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"BitTorrent Locality and Transit TrafficReduction: When, Why, and at What Cost?,""R. Cuevas"; N. Laoutaris; X. Yang; G. Siganos;" P. Rodriguez"",""Universidad Carlos III de Madrid, Edificio Torres Quevedo, Avenida de la Universidad, Madrid, Spain"; Telefónica I+D, Barcelona, Spain; Telefónica I+D, Barcelona, Spain; Telefónica I+D, Barcelona, Spain;" Telefónica I+D, Barcelona, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""9 Apr 2014"",""2014"",""25"",""5"",""1177"",""1189"",""A substantial amount of work has recently gone into localizing BitTorrent traffic within an ISP in order to avoid excessive and often times unnecessary transit costs. Several architectures and systems have been proposed and the initial results from specific ISPs and a few torrents have been encouraging. In this work we attempt to deepen and scale our understanding of locality and its potential. Looking at specific ISPs, we consider tens of thousands of concurrent torrents, and thus capture ISP-wide implications that cannot be appreciated by looking at only a handful of torrents. Second, we go beyond individual case studies and present results for few thousands ISPs represented in our data set of up to 40K torrents involving more than 3.9M concurrent peers and more than 20M in the course of a day spread in 11K ASes. Finally, we develop scalable methodologies that allow us to process this huge data set and derive accurate traffic matrices of torrents. Using the previous methods we obtain the following main findings: i) Although there are a large number of very small ISPs without enough resources for localizing traffic, by analyzing the 100 largest ISPs we show that Locality policies are expected to significantly reduce the transit traffic with respect to the default random overlay construction method in these ISPs"; ii) contrary to the popular belief, increasing the access speed of the clients of an ISP does not necessarily help to localize more traffic;" iii) by studying several real ISPs, we have shown that soft speed-aware locality policies guarantee win-win situations for ISPs and end users. Furthermore, the maximum transit traffic savings that an ISP can achieve without limiting the number of inter-ISP overlay links is bounded by “unlocalizable” torrents with few local clients. The application of restrictions in the number of inter-ISP links leads to a higher transit traffic reduction but the QoS of clients downloading “unlocalizable” torrents would be severely harmed."",""1558-2183"","""",""10.1109/TPDS.2013.109"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6497045"",""P2P";BitTorrent;locality;"measurements"",""Peer-to-peer computing";Quality of service;Protocols;Europe;Crawlers;IP networks;"Sociology"","""",""5"","""",""36"",""IEEE"",""11 Apr 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Blending Extensibility and Performance in Dense and Sparse Parallel Data Management,""J. Fresno"; A. Gonzalez-Escribano;" D. R. Llanos"",""Departamento de Informática, Universidad de Valladolid, Valladolid, Spain"; Departamento de Informática, Universidad de Valladolid, Valladolid, Spain;" Departamento de Informática, Universidad de Valladolid, Valladolid, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Sep 2014"",""2014"",""25"",""10"",""2509"",""2519"",""Dealing with both dense and sparse data in parallel environments usually leads to two different approaches: To rely on a monolithic, hard-to-modify parallel library, or to code all data management details by hand. In this paper we propose a third approach, that delivers good performance while the underlying library structure remains modular and extensible. Our solution integrates dense and sparse data management using a common interface, that also decouples data representation, partitioning, and layout from the algorithmic and parallel strategy decisions of the programmer. Our experimental results in different parallel environments show that this new approach combines the flexibility obtained when the programmer handles all the details with a performance comparable to the use of a state-of-the-art, sparse matrix parallel library."",""1558-2183"","""",""10.1109/TPDS.2013.248"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6616547"",""Data partition";mapping techniques;sparse structures;"parallel libraries"",""Database management";Indexes;Topology;Layout;"Data structures"","""",""5"","""",""17"",""IEEE"",""1 Oct 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;
"Bloom Filter Based Associative Deletion,""J. Qian"; Q. Zhu;" Y. Wang"",""School of Information Science and Engineering, Ningbo University, Zhejiang, China"; Department of Computer and Information Science, University of Michigan, Dearborn, MI, USA;" School of Computer Science and Technology, Nanjing University of Science and Technology, Jiangsu, China"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Jul 2014"",""2014"",""25"",""8"",""1986"",""1998"",""Bloom filters are widely-used powerful tools for processing set membership queries. However, they are not entirely suitable for many new applications, such as deleting one attribute value according to another attribute value for a set of data objects/items with two correlated attributes. In this paper, we introduce a concept for such an operation, called the associative deletion. To realize this operation, we propose a new Bloom filter data structure, named IABF (Improved Associative deletion Bloom Filter), which keeps the association information on the two correlated attributes of items in the given data set. Based on IABF, we present an algorithm to perform associative deletions, which can be applied to both normal data and streaming data. To further accelerate the operation, we also illustrate a hardware coprocessor implementation for a crucial component of the algorithm. Detailed theoretical analysis and experimental results demonstrate that the presented IABF technique can accurately process associative deletions with controlled false positive and negative rates."",""1558-2183"","""",""10.1109/TPDS.2013.223"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6589587"",""Bloom filter";associative deletion;false positive;false negative;algorithm;"hardware acceleration"",""Radiation detectors";Filtering theory;Filtering algorithms;Information filters;Algorithm design and analysis;"Accuracy"","""",""8"","""",""6"",""IEEE"",""6 Sep 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;
"Broadcasting on Large Scale Heterogeneous Platforms under the Bounded Multi-Port Model,""O. Beaumont"; N. Bonichon; L. Eyraud-Dubois; P. Uznański;" S. K. Agrawal"",""INRIA Bordeaux-Sud-Ouest, University of Bordeaux, France"; INRIA Bordeaux-Sud-Ouest, University of Bordeaux, France; INRIA Bordeaux-Sud-Ouest, University of Bordeaux, France; INRIA Bordeaux-Sud-Ouest, University of Bordeaux, France;" Citibank, Singapore"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Sep 2014"",""2014"",""25"",""10"",""2520"",""2528"",""We consider the classical problem of broadcasting a large message at an optimal rate in a large scale distributed network under the multi-port communication model. In this context, we are interested in both building an overlay network and providing an explicit algorithm for scheduling the communications. From an optimization point of view, we aim both at maximizing the throughput (i.e., the rate at which nodes receive the message) and minimizing the degree of the participating nodes, i.e., the number of TCP connections they must handle simultaneously. The main novelties of our approach are the introduction of this degree constraint and the classification of the set of participating nodes into two parts: open nodes that stay in the open-Internet and “guarded” nodes that lie behind firewalls or NATs. Two guarded nodes cannot communicate directly, but rather need to use an open node as a gateway for transmitting a message. In the case without guarded nodes, we prove that it is possible to reach the optimal throughput, at the price of a quasi-optimal (up to a small additive increase) degree of the participating nodes. In presence of guarded nodes, our main contributions are a closed form formula for the optimal cyclic throughput and the proof that the optimal solution may require arbitrarily large degrees. In the acyclic case, we propose an algorithm that reaches the optimal throughput with low degree. Then, we prove a worst case ratio between the optimal acyclic and cyclic throughput and show through simulations that this ratio is on average very close to 1, what makes acyclic solutions efficient both in terms of throughput maximization and degree minimization."",""1558-2183"","""",""10.1109/TPDS.2013.245"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6613483"",""Broadcast";scheduling;resource augmentation;NP completeness;approximation algorithms;communication modeling;"firewall"",""Bandwidth";Throughput;Context;Peer-to-peer computing;Overlay networks;Internet;"Approximation methods"","""",""2"","""",""26"",""IEEE"",""27 Sep 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;
"Bumping: A Bump-Aided Inertial Navigation Method for Indoor Vehicles Using Smartphones,""G. Tan"; M. Lu; F. Jiang; K. Chen; X. Huang;" J. Wu"",""SIAT, Chinese Academy of Sciences"; Central South University; SIAT, Chinese Academy of Sciences; SIAT, Chinese Academy of Sciences; SIAT, Chinese Academy of Sciences;" Temple University"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Jun 2014"",""2014"",""25"",""7"",""1670"",""1680"",""Equipped with accelerometers and gyroscopes, modern smartphones provide an appealing approach to infrastructure-free navigation for vehicles in indoor environments (for example parking garages). However, a smartphone-based inertial navigation system (INS) faces two serious problems. First, it is subject to errors that accumulate over time rather quickly, which may grow to a level that renders the navigation meaningless. Second, without human input or external references, the smartphone can hardly infer its initial position/velocity, which is the basis for distance calculation, since all that a smartphone can learn is its acceleration. This raises a practical concern, as users often need to start indoor navigation precisely when they are uncertain of their current whereabouts. In this paper, we present Bumping , a Bump-Aided Inertial Navigation method that significantly alleviates the above two problems. At the core of this method is a Bump Matching algorithm, which exploits the position information of the readily available speed bumps to provide useful references for the INS. The proposed method is easy to implement, requires no infrastructures, and incurs nearly zero extra energy. We conducted real experiments in tree parking garages of different environmental characteristics. The Bumping method produces an average position error of 4-5 m in these scenarios, improving the accuracy by up to 87.1 percent, compared to the basic inertial navigation method."",""1558-2183"","""",""10.1109/TPDS.2013.194"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6574847"",""Indoor localization";inertial navigation;smartphones;"vehicles"",""Hidden Markov models";Smart phones;Navigation;Vehicles;Trajectory;Roads;"Accuracy"","""",""28"","""",""10"",""IEEE"",""5 Aug 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Cache-Hierarchy Contention-Aware Scheduling in CMPs,""J. Feliu"; S. Petit; J. Sahuquillo;" J. Duato"",""Department of Computer Engineering (DISCA) Universitat, València, Spain"; Department of Computer Engineering (DISCA) Universitat, València, Spain; Department of Computer Engineering (DISCA) Universitat, València, Spain;" Department of Computer Engineering (DISCA) Universitat, València, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""4 Feb 2014"",""2014"",""25"",""3"",""581"",""590"",""To improve chip multiprocessor (CMP) performance, recent research has focused on scheduling strategies to mitigate main memory bandwidth contention. Nowadays, commercial CMPs implement multilevel cache hierarchies that are shared by several multithreaded cores. In this microprocessor design, contention points may appear along the whole memory hierarchy. Moreover, this problem is expected to aggravate in future technologies, since the number of cores and hardware threads, and consequently the size of the shared caches increase with each microprocessor generation. This paper characterizes the impact on performance of the different contention points that appear along the memory subsystem. The analysis shows that some benchmarks are more sensitive to contention in higher levels of the memory hierarchy (e.g., shared L2) than to main memory contention. In this paper, we propose two generic scheduling strategies for CMPs. The first strategy takes into account the available bandwidth at each level of the cache hierarchy. The strategy selects the processes to be coscheduled and allocates them to cores to minimize contention effects. The second strategy also considers the performance degradation each process suffers due to contention-aware scheduling. Both proposals have been implemented and evaluated in a commercial single-threaded quad-core processor with a relatively small two-level cache hierarchy. The proposals reach, on average, a performance improvement by 5.38 and 6.64 percent when compared with the Linux scheduler, while this improvement is by 3.61 percent for an state-of-the-art memory contention-aware scheduler under the evaluated mixes."",""1558-2183"","""",""10.1109/TPDS.2013.61"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6471973"",""Contention-aware scheduling";contention points;shared caches;cache hierarchy;"memory contention"",""Benchmark testing";Degradation;Bandwidth;Memory management;Hardware;Processor scheduling;"Microprocessors"","""",""20"","""",""19"",""IEEE"",""7 Mar 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"Can P2P Technology Benefit Eyeball ISPs? A Cooperative Profit Distribution Answer,""K. Xu"; Y. Zhong;" H. He"",""Department of Computer Science, Tsinghua University, Beijing, China"; Department of Computer Science, Tsinghua University, Beijing, China;" Global Technology Service, IBM in North China, Beijing, China"",""IEEE Transactions on Parallel and Distributed Systems"",""9 Oct 2014"",""2014"",""25"",""11"",""2783"",""2793"",""Peer-to-Peer (P2P) technology has been promoting the development of Internet applications, like Video on Demand (VoD) and file sharing. However, under the traditional pricing mechanism, the fact that most P2P traffic flows among peers can dramatically decrease the profit of ISPs, who may take actions against P2P and impede the adoption of P2P-assisted applications. So far, there is no proper profit distribution mechanism to solve this problem. In this paper, we develop a mathematical framework to analyze such economic issues. Inspired by the idea from cooperative game theory, we propose a cooperative profit-distribution model based on Nash Bargaining Solution (NBS), in which both eyeball ISPs and Peer-assisted Content Providers (PCPs) form coalitions and compute a fair Pareto point to determine profit distribution. Moreover, we design a fair and feasible mechanism for profit distribution within each coalition and give a model to discuss the potential competition among ISPs. We show that such a cooperative method not only guarantees the fair profit distribution among network participants, but also improves the economic efficiency of the network system";" and the potential competition among ISPs will make the network more efficient. This paper systematically studies solutions to unbalanced profit distribution caused by P2P and presents a feasible cooperative method to increase and fairly distribute the profit."",""1558-2183"","""",""10.1109/TPDS.2013.267"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6636889"",""P2P";internet service providers;content providers;profit distribution;"nash bargaining solution"",""Games";Pricing;Bandwidth;Servers;Peer-to-peer computing;Communities;"Computational modeling"","""",""12"","""",""36"",""IEEE"",""18 Oct 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"Can We Beat DDoS Attacks in Clouds?,""S. Yu"; Y. Tian; S. Guo;" D. O. Wu"",""School of IT, Deakin University, Victoria, Australia"; School of EECS, Peking University, Beijing, China; School of CSE, The University of Aizu, Aizuwakamatsu, Japan;" Department of ECE, University of Florida, Florida, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Aug 2014"",""2014"",""25"",""9"",""2245"",""2254"",""Cloud is becoming a dominant computing platform. Naturally, a question that arises is whether we can beat notorious DDoS attacks in a cloud environment. Researchers have demonstrated that the essential issue of DDoS attack and defense is resource competition between defenders and attackers. A cloud usually possesses profound resources and has full control and dynamic allocation capability of its resources. Therefore, cloud offers us the potential to overcome DDoS attacks. However, individual cloud hosted servers are still vulnerable to DDoS attacks if they still run in the traditional way. In this paper, we propose a dynamic resource allocation strategy to counter DDoS attacks against individual cloud customers. When a DDoS attack occurs, we employ the idle resources of the cloud to clone sufficient intrusion prevention servers for the victim in order to quickly filter out attack packets and guarantee the quality of the service for benign users simultaneously. We establish a mathematical model to approximate the needs of our resource investment based on queueing theory. Through careful system analysis and real-world data set experiments, we conclude that we can defeat DDoS attacks in a cloud environment."",""1558-2183"","""",""10.1109/TPDS.2013.181"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6567859"",""Cloud computing";DDoS attacks;mitigation;system modelling;"resource investment"",""Computer crime";Servers;Cloud computing;Mathematical model;Quality of service;Queueing analysis;"Analytical models"","""",""177"","""",""30"",""IEEE"",""24 Jul 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"Certificateless Remote Anonymous Authentication Schemes for WirelessBody Area Networks,""J. Liu"; Z. Zhang; X. Chen;" K. S. Kwak"",""State Key Lab of ISN, Xidian University, Xi'an, Shaanxi, China"; Institute Mines-Telecom/TELECOM Lille1, Villeneuve d'Ascq, France; State Key Lab of ISN, Xidian University, Xi'an, Shaanxi, China;" School of Information and Communication Engineering, Inha University, Incheon, Korea"",""IEEE Transactions on Parallel and Distributed Systems"",""20 Dec 2013"",""2014"",""25"",""2"",""332"",""342"",""Wireless body area network (WBAN) has been recognized as one of the promising wireless sensor technologies for improving healthcare service, thanks to its capability of seamlessly and continuously exchanging medical information in real time. However, the lack of a clear in-depth defense line in such a new networking paradigm would make its potential users worry about the leakage of their private information, especially to those unauthenticated or even malicious adversaries. In this paper, we present a pair of efficient and light-weight authentication protocols to enable remote WBAN users to anonymously enjoy healthcare service. In particular, our authentication protocols are rooted with a novel certificateless signature (CLS) scheme, which is computational, efficient, and provably secure against existential forgery on adaptively chosen message attack in the random oracle model. Also, our designs ensure that application or service providers have no privilege to disclose the real identities of users. Even the network manager, which serves as private key generator in the authentication protocols, is prevented from impersonating legitimate users. The performance of our designs is evaluated through both theoretic analysis and experimental simulations, and the comparative studies demonstrate that they outperform the existing schemes in terms of better trade-off between desirable security properties and computational overhead, nicely meeting the needs of WBANs."",""1558-2183"","""",""10.1109/TPDS.2013.145"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6519240"",""healthcare";Anonymous authentication;certificateless signature;"wireless body area network"",""Authentication";Protocols;Medical services;Communication system security;Wireless communication;"Body area networks"","""",""249"","""",""41"",""IEEE"",""23 May 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;
"Chameleon Hashing for Secure and Privacy-Preserving Vehicular Communications,""S. Guo"; D. Zeng;" Y. Xiang"",""School of Computer Science and Engineering, The University of Aizu, Japan"; School of Computer Science and Engineering, The University of Aizu, Japan;" School of Information Technology, Deakin University, Australia"",""IEEE Transactions on Parallel and Distributed Systems"",""9 Oct 2014"",""2014"",""25"",""11"",""2794"",""2803"",""Many services and applications in vehicular ad-hoc networks (VANETs) require preserving and secure data communications. To improve driving safety and comfort, the traffic-related status information will be broadcasted regularly and shared among drivers. Without the security and privacy guarantees, attackers could track their interested vehicles by collecting and analyzing their traffic messages. Hence, anonymous message authentication is an essential requirement of VANETs. On the other hand, when a vehicle is involved in a dispute event of warning message, the certificate authority should be able to recover the real identity of this vehicle. To deal with this issue, we propose a new privacy-preserving authentication protocol with authority traceability using elliptic curve based chameleon hashing. Compared with existing schemes, our approach possesses the following features: 1) mutual and anonymous authentication for both vehicle-to-vehicle and vehicle-to-roadside communications, 2) vehicle unlinkability, 3) authority tracking capability, and 4) high computational efficiency. We also demonstrate the merits of our proposed scheme through security analysis and extensive performance evaluation."",""1558-2183"","""",""10.1109/TPDS.2013.277"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6654169"",""Security and privacy";ecliptic curve based chameleon hashing;"authentication protocol design"",""Authentication";Protocols;Vehicles;Privacy;"Public key"","""",""47"","""",""33"",""IEEE"",""4 Nov 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;
"Cloning, Resource Exchange, and RelationAdaptation: An Integrative Self-Organisation Mechanism in a Distributed Agent Network,""D. Ye"; M. Zhang;" D. Sutanto"",""School of Computer Science and Software Engineering, Faculty of Informatics, University of Wollongong, Wollongong, NSW, Australia"; School of Computer Science and Software Engineering, Faculty of Informatics, University of Wollongong, Wollongong, NSW, Australia;" School of Electrical, Computer and Telecommunications Engineering, Faculty of Informatics, University of Wollongong, Wollongong, NSW, Australia"",""IEEE Transactions on Parallel and Distributed Systems"",""27 Feb 2014"",""2014"",""25"",""4"",""887"",""897"",""Self-organisation provides a suitable paradigm for developing self-managed complex distributed systems, such as grid computing and sensor networks. In this paper, an integrative self-organisation mechanism is proposed. Unlike current related studies, which propose only a single principle of self-organisation, this mechanism synthesises the three principles of self-organisation: cloning/spawning, resource exchange and relation adaptation. Based on this mechanism, an agent can autonomously generate new agents when it is overloaded, exchange resources with other agents if necessary, and modify relations with other agents to achieve a better agent network structure. In this way, agents can adapt to dynamic environments. The proposed mechanism is evaluated through a comparison with three other approaches, each of which represents state-of-the-art research in each of the three self-organisation principles. Experimental results demonstrate that the proposed mechanism outperforms the three approaches in terms of the profit of individual agents and the entire agent network, the load-balancing among agents, and the time consumption to finish a simulation run."",""1558-2183"","""",""10.1109/TPDS.2013.120"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6506072"",""Distributed multi-agent system";self-organisation;"reinforcement learning"",""Multi-agent systems";Cloning;Nickel;Resource management;Equations;Mathematical model;"Layout"","""",""12"","""",""23"",""IEEE"",""19 Apr 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;
"Coding Opportunity Aware Backbone Metrics for Broadcast in Wireless Networks,""S. Wang"; G. Tan; Y. Liu; H. Jiang;" T. He"",""Department of Computer Science and Engineering, University of Minnesota, Minneapolis, MN"; Chinese Academy of Sciences, Shenzhen Institutes of Advanced Technology (SIAT), China; Third Research Institute of the Ministry of Pubic Security, Shanghai, China; Department of Electronics and Information Engineering, Huazhong University of Science and Technology, Wuhan, China;" Department of Computer Science and Engineering, University of Minnesota, Minneapolis, MN"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Jul 2014"",""2014"",""25"",""8"",""1999"",""2009"",""Reducing transmission redundancy is key to efficient broadcast in wireless networks. A standard approach to achieving this goal is to create a network backbone consisting of a subset of nodes that are responsible for data forwarding, while other nodes act as passive receivers. On top of this, network coding (NC) is often used to further reduce unnecessary transmissions. The main problem with existing backbone and NC combinations is that the backbone construction process is blind of what is needed by NC, thus may produce a structure that limits the power of NC algorithms. To address this problem, we propose Coding Opportunity Aware Backbone (COAB) metrics, which seek to maximize coding opportunities when selecting backbone forwarders. We show that the backbone construction process guided by our metrics leads to significantly increased coding frequency, at the cost of minimal localized information exchange. The highlight of our work is COAB's broad applicability and effectiveness. We integrate the COAB metrics with ten state-of-the-art broadcast algorithms specified in eight publications [1]-[8], and evaluate COAB with a running testbed of 30 MICAz nodes and extensively simulations. The experimental results show that our design outperforms the existing schemes substantially."",""1558-2183"","""",""10.1109/TPDS.2013.229"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6594737"",""Broadcast";network coding;connected dominating set;"wireless networks"",""Encoding";Measurement;Network coding;Receivers;Wireless networks;Approximation methods;"Computer aided software engineering"","""",""11"","""",""32"",""IEEE"",""9 Sep 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Collaborative Policy Administration,""W. Han"; Z. Fang; L. T. Yang; G. Pan;" Z. Wu"",""School of Computer Science and Technology, Zhejiang University, Hangzhou, Zhejiang Province, P.R. China"; Software School, Fudan University, Software Building, Shanghai, P.R. China; Department of Computer Science, St. Francis Xavier University Antigonish, Nova Scotia, Canada; School of Computer Science and Technology, Zhejiang University, Hangzhou, Zhejiang Province, P.R. China;" School of Computer Science and Technology, Zhejiang University, Hangzhou, Zhejiang Province, P.R. China"",""IEEE Transactions on Parallel and Distributed Systems"",""20 Dec 2013"",""2014"",""25"",""2"",""498"",""507"",""Policy-based management is a very effective method to protect sensitive information. However, the overclaim of privileges is widespread in emerging applications, including mobile applications and social network services, because the applications' users involved in policy administration have little knowledge of policy-based management. The overclaim can be leveraged by malicious applications, then lead to serious privacy leakages and financial loss. To resolve this issue, this paper proposes a novel policy administration mechanism, referred to as collaborative policy administration (CPA for short), to simplify the policy administration. In CPA, a policy administrator can refer to other similar policies to set up their own policies to protect privacy and other sensitive information. This paper formally defines CPA and proposes its enforcement framework. Furthermore, to obtain similar policies more effectively, which is the key step of CPA, a text mining-based similarity measure method is presented. We evaluate CPA with the data of Android applications and demonstrate that the text mining-based similarity measure method is more effective in obtaining similar policies than the previous category-based method."",""1558-2183"","""",""10.1109/TPDS.2013.147"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6519234"",""social network services";Collaborative policy administration;policy-based management;mobile applications;"Android"",""Collaboration";Androids;Humanoid robots;Social network services;Indexes;Security;"Algorithm design and analysis"","""",""9"","""",""33"",""IEEE"",""23 May 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;
"Collaborative Scheduling in Dynamic Environments Using Error Inference,""Q. Zhang"; L. Fu; Y. J. Gu; L. Gu; Q. Cao; J. Chen;" T. He"",""Lemko Corporation, Palatine, IL"; Zhejiang University, Zhejiang, P.R. China; Singapore University of Technology and Design, Singpore; Pillar of Information System Technology and Design Singapore, University of Technology and Design, Singapore; Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville, TN; Zhejiang University, Zhejiang, P.R. China;" Zhejiang University, Zhejiang, P.R. China"",""IEEE Transactions on Parallel and Distributed Systems"",""4 Feb 2014"",""2014"",""25"",""3"",""591"",""601"",""Due to the limited power constraint in sensors, dynamic scheduling with data quality management is strongly preferred in the practical deployment of long-term wireless sensor network applications. We could reduce energy consumption by turning off (i.e., duty cycling) sensor, however, at the cost of low-sensing fidelity due to sensing gaps introduced. Typical techniques treat data quality management as an isolated process for individual nodes. And existing techniques have investigated how to collaboratively reduce the sensing gap in space and time domain";" however, none of them provides a rigorous approach to confine sensing error is within desirable bound when seeking to optimize the tradeoff between energy consumption and accuracy of predictions. In this paper, we propose and evaluate a scheduling algorithm based on error inference between collaborative sensor pairs, called CIES. Within a node, we use a sensing probability bound to control tolerable sensing error. Within a neighborhood, nodes can trigger additional sensing activities of other nodes when inferred sensing error has aggregately exceeded the tolerance. The main objective of this work is to develop a generic scheduling mechanism for collaborative sensors to achieve the error-bounded scheduling control in monitoring applications. We conducted simulations to investigate system performance using historical soil temperature data in Wisconsin-Minnesota area. The simulation results demonstrate that the system error is confined within the specified error tolerance bounds and that a maximum of 60 percent of the energy savings can be achieved, when the CIES is compared to several fixed probability sensing schemes such as eSense. And further simulation results show the CIES scheme can achieve an improved performance when comparing the metric of a prediction error with baseline schemes. We further validated the simulation and algorithms by constructing a lab test bench to emulate actual environment monitoring applications. The results show that our approach is effective and efficient in tracking the dramatic temperature shift in dynamic environments."",""1558-2183"","""",""10.1109/TPDS.2013.28"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6463392"",""Collaborative scheduling";duty cycle control;energy efficient;"neighbor error control"",""Sensors";Error correction;Collaboration;Energy consumption;Monitoring;Predictive models;"Accuracy"","""",""7"",""2"",""37"",""IEEE"",""15 Feb 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
