"Centralized versus Distributed Schedulers for Bag-of-Tasks Applications,""O. Beaumont"; L. Carter; J. Ferrante; A. Legrand; L. Marchal;" Y. Robert"",""Laboratoire LaBRI, CNRS-INRIA, Domaine Universitaire, Talence, France"; Department of Computer Science and Engineering, University of California, San Diego, La Jolla, CA, USA; Department of Computer Science and Engineering, University of California, San Diego, La Jolla, CA, USA; Laboratoire LIG, CNRS, Saint Martin, France; Laboratoire LIP, ENS LYON, CNRSINRIA, Ecole Normale Supérieure de Lyon, Lyon, France;" Laboratoire LIP, ENS LYON, CNRSINRIA, Ecole Normale Supérieure de Lyon, Lyon, France"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Mar 2008"",""2008"",""19"",""5"",""698"",""709"",""Multiple applications that execute concurrently on heterogeneous platforms compete for CPU and network resources. In this paper, we consider the problem of scheduling applications to ensure fair and efficient execution on a distributed network of processors. We limit our study to the case where communication is restricted to a tree embedded in the network, and the applications consist of a large number of independent tasks (Bags of Tasks) that originate at the tree's root. The tasks of a given application all have the same computation and communication requirements, but these requirements can vary for different applications. The goal of scheduling is to maximize the throughput of each application while ensuring a fair sharing of resources between applications. We can find the optimal asymptotic rates by solving a linear programming problem that expresses all necessary problem constraints, and we show how to construct a periodic schedule from any linear program solution. For single-level trees, the solution is characterized by processing tasks with larger communication-to-computation ratios at children with larger bandwidths. For multilevel trees, this approach requires global knowledge of all application and platform parameters. For large-scale platforms, such global coordination by a centralized scheduler may be unrealistic. Thus, we also investigate decentralized schedulers that use only local information at each participating resource. We assess their performance via simulation and compare to an optimal centralized solution obtained via linear programming. The best of our decentralized heuristics achieves the same performance on about 2/3 of our test cases but is far worse in a few cases. Although our results are based on simple assumptions and do not explore all parameters (such as the maximum number of tasks that can be held on a node), they provide insight into the important question of fairly and optimally scheduling heterogeneous applications on heterogeneous grids."",""1558-2183"","""",""10.1109/TPDS.2007.70747"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359436"",""Distributed architectures";Scheduling and task partitioning;Linear programming;Distributed architectures;Scheduling and task partitioning;"Linear programming"",""Processor scheduling";Throughput;Application software;Linear programming;Bandwidth;Resource management;Central Processing Unit;Computer networks;Large-scale systems;"Testing"","""",""38"","""",""37"",""IEEE"",""31 Mar 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Comments on ""Optimal Resource Allocation in Overlay Multicast"",""J. Yan"; M. May;" B. Plattner"",""Computer and Network Center, Communication University of China, Beijing, China"; Swiss Federal Institute of Technology, Zurich, Switzerland;" NA"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Mar 2008"",""2008"",""19"",""4"",""572"",""573"",""In this comments paper, we revisit the network model introduced in Cui, Y., et al (2006). We discuss the inaccuracy of the model and, to correct the network model, we propose to apply directed capacity constraints for directed flows. Based on a comparison of numerical results, we show that the corrected model leads to better accuracy than the original model."",""1558-2183"","""",""10.1109/TPDS.2007.70767"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359447"",""Multicast";Algorithm/protocol design and analysis;Nonlinear programming;Multicast;Algorithm/protocol design and analysis;"Nonlinear programming"",""Resource management";Bandwidth;Algorithm design and analysis;Aggregates;Multicast algorithms;Intelligent networks;Unicast;"Physics"","""",""1"","""",""3"",""IEEE"",""3 Mar 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;
"Compiler-Directed Code Restructuring for Improving Performance of MPSoCs,""G. Chen";" M. Kandemir"",""Department of Computer Science and Engineering, Pennsylvania State University, University Park, PA, USA";" Department of Computer Science and Engineering, Pennsylvania State University, University Park, PA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""29 Jul 2008"",""2008"",""19"",""9"",""1201"",""1214"",""One of the critical goals in code optimization for multi-processor-system-on-a-chip (MPSoC) architectures is to minimize the number of off-chip memory accesses. This is because such accesses can be extremely costly from both performance and power angles. While conventional data locality optimization techniques can be used for improving data access pattern of each processor independently, such techniques usually do not consider locality for shared data. This paper proposes a strategy that reduces the number of off-chip references due to shared data. It achieves this goal by restructuring a parallelized application code in such a fashion that a given data block is accessed by parallel processors within the same time frame, so that its reuse is maximized while it is in the on-chip memory space. This tends to minimize the number of off-chip references since the accesses to a given data block are clustered within a short period of time during execution. Our approach employs a polyhedral tool that helps us isolate computations that manipulate a given data block. In order to test the effectiveness of our approach, we implemented it using a publicly-available compiler infrastructure and conducted experiments with twelve data-intensive embedded applications. Our results show that optimizing data locality for shared data elements is very useful in practice."",""1558-2183"","""",""10.1109/TPDS.2007.70760"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359444"",""Memory management";Compilers;Optimization;Multiprocessor Systems;Memory management;Compilers;Optimization;"Multiprocessor Systems"",""Memory management";Clocks;Parallel processing;Hardware;Energy consumption;Computer architecture;Switches;Testing;Optimizing compilers;"Embedded system"","""",""3"","""",""45"",""IEEE"",""29 Jul 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"Computation-Efficient Multicast Key Distribution,""L. Xu";" C. Huang"",""Department of Computer Science, Wayne State University, Detroit, MI, USA";" Microsoft Research Laboratories, Redmond, WA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Mar 2008"",""2008"",""19"",""5"",""577"",""587"",""Efficient key distribution is an important problem for secure group communications. The communication and storage complexity of multicast key distribution problem has been studied extensively. In this paper, we propose a new multicast key distribution scheme whose computation complexity is significantly reduced. Instead of using conventional encryption algorithms, the scheme employs MDS codes, a class of error control codes, to distribute multicast key dynamically. This scheme drastically reduces the computation load of each group member compared to existing schemes employing traditional encryption algorithms. Such a scheme is desirable for many wireless applications where portable devices or sensors need to reduce their computation as much as possible due to battery power limitations. Easily combined with any key-tree-based schemes, this scheme provides much lower computation complexity while maintaining low and balanced communication complexity and storage complexity for secure dynamic multicast key distribution."",""1558-2183"","""",""10.1109/TPDS.2007.70759"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359443"",""key distribution";Multicast;MDS codes;erasure decoding;computation;Complexity;key distribution;Multicast;MDS codes;erasure decoding;computation;"Complexity"",""Distributed computing";Cryptography;Multicast algorithms;Error correction;Wireless sensor networks;Communication system security;Portable computers;Batteries;Complexity theory;"Secure storage"","""",""19"",""1"",""40"",""IEEE"",""31 Mar 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Computationally Efficient Distributed and Delegated Certification,""B. Arazi"",""Department of Electrical and Computer Engineering, Ben-Gurion University of the Negev, Beersheba, Israel"",""IEEE Transactions on Parallel and Distributed Systems"",""29 Jul 2008"",""2008"",""19"",""9"",""1167"",""1174"",""Certification in public key cryptographic applications concerns the involvement of a CA (Certifying Agent) in approving the validity of users' public keys. Distributed certification pertains to the case where several CAs are involved in issuing certificates. This also includes the case of multi-attribute certification, where different CAs approve different user's attributes. In delegated certification, agents transfer certificate issuing authority in hierarchical chain. Distributed, multi-attribute and delegated certification techniques having a low computational complexity are presented in this paper. It is shown how multiplicity aspects of the various applications are mapped into a multiplied exponents mathematical implementation of the form Pii=1 m Ai bi mod p, which is essentially equivalent to a single exponentiation for a moderate m. A fundamental feature of the presented procedures pertains to implementing distributed/multi-attribute certification by referring to any desired subset of participating CAs."",""1558-2183"","""",""10.1109/TPDS.2007.70809"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4407690"",""Distributed applications";Authentication;Distributed systems;Public key cryptosystems;Distributed applications;Authentication;Distributed systems;"Public key cryptosystems"",""Distributed computing";Certification;Public key;Public key cryptography;Content addressable storage;Digital signatures;Computer Society;Application software;Computational complexity;"Ad hoc networks"","""","""","""",""15"",""IEEE"",""29 Jul 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;
"Continuous Delivery Message Dissemination Problems under the Multicasting Communication Mode,""T. F. Gonzalez"",""Department of Computer Science, University of California, Santa Barbara, Santa Barbara, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""27 Jun 2008"",""2008"",""19"",""8"",""1034"",""1043"",""We consider the continuously delivery message dissemination (CDMD) problem over the n processor single-port complete (all links are present and are bi-directional) static network with the multicasting communication primitive. This problem has been shown to be NP-complete even when all messages have equal length. For the CDMD problem we present an efficient approximation algorithm to construct a message routing schedule with total communication time at most 3.5d, where d is the total length of the messages that each processor needs to send or receive. The algorithm takes O(qn) time, where n is the number of processors and q is the total number of messages that the processors receive."",""1558-2183"","""",""10.1109/TPDS.2007.70801"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4384477"",""Data communications aspects";Routing and layout;Parallelism and concurrency;Graph algorithms;Data communications aspects;Routing and layout;Parallelism and concurrency;"Graph algorithms"",""Approximation algorithms";Communication networks;Multicast algorithms;Processor scheduling;Scheduling algorithm;Routing;Partitioning algorithms;Delay;"NP-hard problem"","""","""","""",""27"",""IEEE"",""27 Jun 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;
"Control-Based Adaptive Middleware for Real-Time Image Transmission over Bandwidth-Constrained Networks,""X. Wang"; M. Chen; H. -M. Huang; V. Subramonian; C. Lu;" C. D. Gill"",""Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville, TN, USA"; Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville, TN, USA; Department of Computer Science and Engineering, Washington University of Saint Louis, Saint Louis, MO, USA; AT and T Laboratories Research, Shannon Laboratory, Florham Park, NJ, USA; Department of Computer Science and Engineering, Washington University of Saint Louis, Saint Louis, MO, USA;" Department of Computer Science and Engineering, Washington University of Saint Louis, Saint Louis, MO, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""25 Apr 2008"",""2008"",""19"",""6"",""779"",""793"",""Real-time image transmission is crucial to an emerging class of distributed embedded systems operating in open network environments. Examples include avionics mission re-planning over Link-16, security systems based on wireless camera networks, and online collaboration using camera phones. Meeting image transmission deadlines is a key challenge in such systems due to unpredictable network conditions. In this paper, we present CAMRIT, a Control-based Adaptive Middleware framework for Real-time Image Transmission in distributed real-time embedded systems. CAMRIT features a distributed feedback control loop that meets image transmission deadlines by dynamically adjusting the quality of image tiles. We derive an analytic model that captures the dynamics of a distributed middleware architecture. A control theoretic methodology is applied to systematically design a control algorithm with analytic assurance of system stability and performance, despite uncertainties in network bandwidth. Experimental results demonstrate that CAMRIT can provide robust real-time guarantees for a representative application scenario."",""1558-2183"","""",""10.1109/TPDS.2008.41"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4468702"",""Real-time and embedded systems";Distributed systems;Real-time systems and embedded systems;Distributed systems;Distributed Systems;Real-time and embedded systems;Distributed systems;Real-time systems and embedded systems;Distributed systems;"Distributed Systems"",""Programmable control";Adaptive control;Middleware;Image communication;Real time systems;Control systems;Embedded system;Cameras;Algorithm design and analysis;"Aerospace electronics"","""",""9"","""",""42"",""IEEE"",""25 Apr 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;
"Coordinated Services Provision in Peer-to-Peer Environments,""G. Chen"; C. P. Low;" Z. Yang"",""Information Communication Institute of Singapore, School of Electrical and Electronics Engineering, Nanyang Technological University, Singapore"; Information Communication Institute of Singapore, School of Electrical and Electronics Engineering, Nanyang Technological University, Singapore;" Information Communication Institute of Singapore, School of Electrical and Electronics Engineering, Nanyang Technological University, Singapore"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Mar 2008"",""2008"",""19"",""4"",""433"",""446"",""In recent years, inspired by the emerging Web services standard and peer-to-peer technology, a new federated service providing (FSP) system paradigm has attracted increasing research interests. Many existing systems have either explicitly or implicitly followed this paradigm. Instead of exchanging files, peers in FSP systems share their computation resources in order to offer domain-specific services. In this paper, we focused on the coordination problem of how to self-organize the service group structures in response to the varying service demand. We presented our solution in the form of a coordination mechanism, which includes a labor-market model, a recruiting protocol, and a policy-driven decision architecture. Peers make their service providing decisions based on their local policies, which can be added, removed, or modified by users. A general methodology is introduced in this paper to facilitate policy design. Specifically, a heuristic inspired by the extremal optimization technique is utilized to handle potential inconsistencies among policies. A stimulus-response mechanism was further applied to make the decision process adjustable. Experiments under five application scenarios verified our ideas and demonstrated the effectiveness of our coordination mechanism."",""1558-2183"","""",""10.1109/TPDS.2007.70745"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359434"",""Federated Service Providing System";P2P System;Coordination;Policy-driven decision-making;Federated Service Providing System;P2P System;Coordination;"Policy-driven decision-making"",""Peer to peer computing";Web services;Ontologies;Recruitment;Protocols;Logic;Computer Society;Internet;"Standards organizations"","""",""3"","""",""37"",""IEEE"",""3 Mar 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"Data Gathering with Tunable Compression in Sensor Networks,""Y. Yu"; B. Krishnamachari;" V. K. Prasanna"",""Application Research Center, Motorola Research Laboratories, Schaumburg, IL, USA"; Department of Electrical Engineering, University of Southern California, Los Angeles, CA, USA;" Department of Electrical Engineering, University of Southern California, Los Angeles, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""4 Jan 2008"",""2008"",""19"",""2"",""276"",""287"",""We study the problem of constructing a data gathering tree over a wireless sensor network in order to minimize the total energy for compressing and transporting information from a set of source nodes to the sink. This problem is crucial for advanced computationally intensive applications, where traditional """"maximum"""" in-network compression may result in significant computation energy. We investigate a tunable data compression technique that enables effective trade-offs between the computation and communication costs. We derive the optimal compression strategy for a given data gathering tree and then investigate the performance of different tree structures for networks deployed on a grid topology, as well as general graphs. Our analytical results pertaining to the grid topology and simulation results pertaining to the general graphs indicate that the performance of a simple greedy approximation to the Minimal Steiner Tree (MST) provides a constant-factor approximation for the grid topology and good average performance on the general graphs. Although, theoretically, a more complicated randomized algorithm offers a polylogarithmic performance bound, the simple greedy approximation of MST is attractive for practical implementation."",""1558-2183"","""",""10.1109/TPDS.2007.70709"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359959"","""",""Network topology";Wireless sensor networks;Computer applications;Data compression;Computational efficiency;Tree graphs;Tree data structures;Performance analysis;Computational modeling;"Analytical models"","""",""35"","""",""30"",""IEEE"",""4 Jan 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;
"DCMP: A Distributed Cycle Minimization Protocol for Peer-to-Peer Networks,""Z. Zhu"; P. Kalnis;" S. Bakiras"",""Department of Computer Science, National University of Singapore, Singapore"; Department of Computer Science, National University of Singapore, Singapore;" Department of Mathematics and Computer Science, John Jay College of Criminal Justice,City College and Graduate Center, City University of New York, New York, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Jan 2008"",""2008"",""19"",""3"",""363"",""377"",""Broadcast-based peer-to-peer (P2P) networks, including flat (for example, Gnutella) and two-layer superpeer implementations (for example, Kazaa), are extremely popular nowadays due to their simplicity, ease of deployment, and versatility. The unstructured network topology, however, contains many cyclic paths, which introduce numerous duplicate messages in the system. Although such messages can be identified and ignored, they still consume a large proportion of the bandwidth and other resources, causing bottlenecks in the entire network. In this paper, we describe the distributed cycle minimization protocol (DCMP), a dynamic fully decentralized protocol that significantly reduces the duplicate messages by eliminating unnecessary cycles. As queries are transmitted through the peers, DCMP identifies the problematic paths and attempts to break the cycles while maintaining the connectivity of the network. In order to preserve the fault resilience and load balancing properties of unstructured P2P systems, DCMP avoids creating a hierarchical organization. Instead, it applies cycle elimination symmetrically around some powerful peers to keep the average path length small. The overall structure is constructed fast with very low overhead. With the information collected during this process, distributed maintenance is performed efficiently even if peers quit the system without notification. The experimental results from our simulator and the prototype implementation on PlanetLab confirm that DCMP significantly improves the scalability of unstructured P2P systems without sacrificing their desirable properties. Moreover, due to its simplicity, DCMP can be easily implemented in various existing P2P systems and is orthogonal to the search algorithms."",""1558-2183"","""",""10.1109/TPDS.2007.70732"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359425"",""Network protocols";distributed systems;peer-topeer;Network protocols;distributed systems;"peer-topeer"",""Protocols";Peer to peer computing;Network topology;Broadcasting;Bandwidth;Resilience;Load management;Virtual prototyping;Scalability;"Control systems"","""",""12"","""",""24"",""IEEE"",""31 Jan 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"Design and Potential Performance of Goal-Oriented Job Scheduling Policies for Parallel Computer Workloads,""S. -H. Chiang";" S. Vasupongayya"",""Department of Computer Science, Portland State University, Portland, OR, USA";" Department of Computer Engineering, Prince of Songkla University, Songkhla, Thailand"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Nov 2008"",""2008"",""19"",""12"",""1642"",""1656"",""To balance multiple scheduling performance requirements on parallel computer systems, traditional job schedulers use many parameters that can be configured to define job or queue priorities. Offering many parameters seems flexible, but in reality tuning the values for the parameters is highly challenging. To simplify the task of resource management, we propose goal-oriented policies, which allow system administrators to specify high-level performance objectives, rather than tuning low-level scheduling parameters. We study the design of goal-oriented policies, including (1) appropriate multi-objective models for specifying trade-offs between objectives, (2) efficient search algorithms for searching the best schedule at each scheduling decision point, and (3) appropriate performance measures to be optimized in the objectives with respect to two common performance requirements: preventing starvation and favoring shorter jobs. We compare goal-oriented policies with widely used backfill policies. Policies are evaluated by simulation using ten monthly workloads that ran on a Linux cluster (IA-64) from NCSA. Our results show that by automatically optimizing performance according to the given objectives through search, goal-oriented policies can simultaneously outperform FCFS-backfill and LXF-backfill, which are designed in favor of the maximum wait and average slowdown, respectively."",""1558-2183"","""",""10.1109/TPDS.2008.48"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4479452"",""Scheduling";Parallel systems;Batch processing systems;Goal-oriented policies;Multi-objective models;Backfill scheduling policies;Search algorithms;Scheduling;Parallel systems;Batch processing systems;Goal-oriented policies;Multi-objective models;Backfill scheduling policies;"Search algorithms"",""Job design";Processor scheduling;Concurrent computing;Resource management;Scheduling algorithm;Job production systems;Runtime;Algorithm design and analysis;Design optimization;"Computational modeling"","""",""8"","""",""24"",""IEEE"",""31 Mar 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Detecting VoIP Floods Using the Hellinger Distance,""H. Sengar"; H. Wang; D. Wijesekera;" S. Jajodia"",""Center for Secure Information Systems, George Mason University, Fairfax, VA, USA"; Department of Computer Science, College of William and Mary, Williamsburg, VA, USA; Center for Secure Information Systems, George Mason University, Fairfax, VA, USA;" Center for Secure Information Systems, George Mason University, Fairfax, VA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""25 Apr 2008"",""2008"",""19"",""6"",""794"",""805"",""Voice over IP (VoIP), also known as Internet telephony, is gaining market share rapidly and now competes favorably as one of the visible applications of the Internet. Nevertheless, being an application running over the TCP/IP suite, it is susceptible to flooding attacks. If flooded, as a time-sensitive service, VoIP may show noticeable service degradation and even encounter sudden service disruptions. Because multiple protocols are involved in a VoIP service and most of them are susceptible to flooding, an effective solution must be able to detect and overcome hybrid floods. As a solution, we offer the VoIP flooding detection system (vFDS)-an online statistical anomaly detection framework that generates alerts based on abnormal variations in a selected hybrid collection of traffic flows. It does so by viewing collections of related packet streams as evolving probability distributions and measuring abnormal variations in their relationships based on the Hellinger distance-a measure of variability between two probability distributions. Experimental results show that vFDS is fast and accurate in detecting flooding attacks, without noticeably increasing call setup times or introducing jitter into the voice streams."",""1558-2183"","""",""10.1109/TPDS.2007.70786"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359462"",""Network-level security and protection";Communication/Networking and Information Technology;Network-level security and protection;"Communication/Networking and Information Technology"",""Floods";Internet telephony;Hybrid power systems;Probability distribution;Jitter;Transport protocols;Streaming media;Delay;High definition video;"TCPIP"","""",""108"","""",""39"",""IEEE"",""25 Apr 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"Distributed Deployment Schemes for Mobile Wireless Sensor Networks to Ensure Multilevel Coverage,""Y. -C. Wang";" Y. -C. Tseng"",""Department of Computer Science, National Chiao Tung University, Hsinchu, Taiwan";" Department of Computer Science, National Chiao Tung University, Hsinchu, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""29 Jul 2008"",""2008"",""19"",""9"",""1280"",""1294"",""One of the research issues in wireless sensor networks (WSNs) is how to efficiently deploy sensors to cover an area. In this paper, we solve the k-coverage sensor deployment problem to achieve multi-level coverage of an area I. We consider two sub-problems: k-coverage placement and distributed dispatch problems. The placement problem asks how to determine the minimum number of sensors required and their locations in I to guarantee that I is k-covered and the network is connected";" the dispatch problem asks how to schedule mobile sensors to move to the designated locations according to the result computed by the placement strategy such that the energy consumption due to movement is minimized. Our solutions to the placement problem consider both the binary and probabilistic sensing models, and allow an arbitrary relationship between the communication distance and sensing distance of sensors. For the dispatch problem, we propose a competition-based and a pattern-based schemes. The former allows mobile sensors to bid for their closest locations, while the latter allows sensors to derive the target locations on their own. Our proposed schemes are efficient in terms of the number of sensors required and are distributed in nature. Simulation results are presented to verify their effectiveness."",""1558-2183"","""",""10.1109/TPDS.2007.70808"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4407689"",""Wireless sensor networks";Mobile Applications;Wireless sensor networks;"Mobile Applications"",""Wireless sensor networks";Mobile communication;Intelligent sensors;Monitoring;Sensor systems;Mobile computing;Processor scheduling;Energy consumption;Surveillance;"Computer networks"","""",""143"","""",""42"",""IEEE"",""29 Jul 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;
"Distributed Hashing for Scalable Multicast in Wireless Ad Hoc Networks,""S. M. Das"; H. Pucha;" Y. C. Hu"",""Center for Wireless Systems and Applications, School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA"; Center for Wireless Systems and Applications, School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA;" Center for Wireless Systems and Applications, School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Jan 2008"",""2008"",""19"",""3"",""347"",""362"",""Several multicast protocols for mobile ad hoc networks have been proposed, which build multicast trees by using location information that is available from the Global Positioning System (GPS) or localization algorithms and use geographic forwarding to forward packets down the multicast trees. These stateless multicast protocols carry encoded membership, location, and tree information in each packet and are more efficient and robust than stateful protocols (for example, ADMR and ODMRP), as they avoid the difficulty of maintaining distributed state in the presence of frequent topology changes. However, current stateless multicast protocols are not scalable to large groups because of the per-packet encoding overhead, and the centralized group membership and location management. We present the hierarchical rendezvous point multicast (HRPM) protocol, which significantly improves the scalability of stateless multicast with respect to the group size. HRPM consists of two key design ideas: 1) hierarchical decomposition of a large group into a hierarchy of recursively organized manageable-sized subgroups and 2) the use of distributed geographic hashing to construct and maintain such a hierarchy at virtually no cost. Our detailed simulations demonstrates that HRPM achieves significantly enhanced scalability and performance due to hierarchical organization and distributed hashing."",""1558-2183"","""",""10.1109/TPDS.2007.70731"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359424"",""Wireless networks";multicast;mobile ad hoc networks;scalable routing;hashing.;Wireless networks;multicast;mobile ad hoc networks;scalable routing;"hashing."",""Mobile ad hoc networks";Multicast protocols;Global Positioning System;Scalability;Robustness;Topology;Internet;Routing protocols;Unicast;"Multicast algorithms"","""",""51"","""",""47"",""IEEE"",""31 Jan 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Distributed Localization Using a Moving Beacon in Wireless Sensor Networks,""B. Xiao"; H. Chen;" S. Zhou"",""Department of Computing, Hong Kong Polytechnic University, Hong Kong, China"; Department of Computer Science and Engineering, Fudan University, Shanghai, China;" Department of Computer Science and Engineering, Fudan University, Shanghai, China"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Mar 2008"",""2008"",""19"",""5"",""587"",""600"",""The localization of sensor nodes is a fundamental problem in sensor networks and can be implemented using powerful and expensive beacons. Beacons, the fewer the better, can acquire their position knowledge either from GPS devices or by virtue of being manually placed. In this paper, we propose a distributed method to localization of sensor nodes using a single moving beacon, where sensor nodes compute their position estimate based on the range-free technique. Two parameters are critical to the location accuracy of sensor nodes: the radio transmission range of the beacon and how often the beacon broadcasts its position. Theoretical analysis shows that these two parameters determine the upper bound of the estimation error when the traverse route of the beacon is a straight line. We extend the position estimate when the traverse route of the beacon is randomly chosen in a real-world situation, where the radio irregularity might cause a node to miss some crucial coordinate information from the beacon. We further point out that the movement pattern of the beacon plays a pivotal role in the localization task for sensors. To minimize estimation errors, sensor nodes can carry out a variety of algorithms in accordance with the movement of the beacon. Simulation results compare variants of the distributed method in a variety of testing environments. Real experiments show that the proposed method is feasible and can estimate the location of sensor nodes accurately, given a single moving beacon."",""1558-2183"","""",""10.1109/TPDS.2007.70773"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359453"",""Wireless sensor networks";Location-dependent and sensitive;Distributed applications;Wireless sensor networks;Location-dependent and sensitive;"Distributed applications"",""Wireless sensor networks";Global Positioning System;Estimation error;Degradation;Distributed computing;Radio broadcasting;Upper bound;Testing;Surveillance;"Monitoring"","""",""88"","""",""24"",""IEEE"",""31 Mar 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"Diverse Firewall Design,""A. X. Liu";" M. G. Gouda"",""Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA";" Department of Computer Sciences, University of Technology, Austin, TX, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""29 Jul 2008"",""2008"",""19"",""9"",""1237"",""1251"",""Firewalls are the mainstay of enterprise security and the most widely adopted technology for protecting private networks. An error in a firewall policy either creates security holes that will allow malicious traffic to sneak into a private network or blocks legitimate traffic and disrupts normal business processes, which in turn could lead to irreparable, if not tragic, consequences. It has been observed that most firewall policies on the Internet are poorly designed and have many errors. Therefore, how to design firewall policies correctly is an important issue. In this paper, we propose the method of diverse firewall design, which consists of three phases: a design phase, a comparison phase, and a resolution phase. In the design phase, the same requirement specification of a firewall policy is given to multiple teams who proceed independently to design different versions of the firewall policy. In the comparison phase, the resulting multiple versions are compared with each other to detect all functional discrepancies between them. In the resolution phase, all discrepancies are resolved and a firewall that is agreed upon by all teams is generated."",""1558-2183"","""",""10.1109/TPDS.2007.70802"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4384478"",""Security and Privacy Protection";Operating Systems Software/Software Engineering;Reliability;Configuration Management;Security and Privacy Protection;Operating Systems Software/Software Engineering;Reliability;"Configuration Management"",""Telecommunication traffic";Internet;Protocols;Protection;Phase detection;Performance analysis;Algorithm design and analysis;IP networks;Logic;"Security"","""",""85"",""2"",""29"",""IEEE"",""29 Jul 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
